country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1
monaco,MCO,MCO,europe and central asia,central and western europe,139,0.8272200226783752,176.93348693847656,5.895142078399658,7.814170598983765,0.24189122766256332,0.9773401021957396,0.6930226683616638,NA,0.120686462149024,0.1364983730018139,0,NA,NA,NA,1713.7250366210938,NA,NA,NA,NA,NA,NA,NA
moldova (the republic of),MDA,MDA,europe and central asia,eastern europe,140,1.0912816485415848,18.00622810556144,1.4405808629771004,2.153979999348392,0.6144654796197753,0.02112693918564683,0.01706503047029329,103.08259215569412,0.6193100786332854,0.17666762317031312,0.5810187030003557,10946.938303277566,NA,30682.049358645112,NA,0.01766834838741223,0.2803028645541738,40124.516686040224,66.29903199350957,0.14694516987227238,2,10100
madagascar,MDG,MDG,africa,east africa and adjacent islands,141,0.801303542431569,12.279953872574144,10.004474995914888,10.360693673968102,0.41094667030004367,1.5643427500924847,0.8767249437405519,129.60160936062215,0.6325694546019853,0.5491928453310736,0.7180025184519335,1142.5419929150305,0.21001740863358945,1946.1196116340727,69059.30642323074,0.00166796004470368,0.02683661247994719,67253.796875,58.07229481794375,0.09257056564092636,2,10100
maldives,MDV,MDV,asia and the pacific,south asia,142,NA,NA,NA,NA,0.02708149381214752,3.135905370116234,1.5632438734173777,169,0,0,0,NA,NA,NA,90107.1788330078,NA,NA,25551.080078125,NA,0.10731110721826552,NA,NA
mexico,MEX,MEX,americas,mesoamerica,143,4.469275238376382,49.62013864704954,3.0951135052365495,2.552019045267399,0.7715951780100159,0.4935691787309791,0.36757983318725734,63.24138565380614,1.0014679515578764,0.1910285975654839,0.842750135491141,5105.578128247815,0.1145183221467712,7194.362977753437,108852.4830087167,0.00723290150654737,0.1084213790362722,25860.521161031695,74.06199454596542,0.1408231935939309,3,10101
marshall islands (the),MHL,MHL,asia and the pacific,oceania,144,NA,NA,NA,NA,0.00740644987672567,3.376309394836426,2.3151378631591797,NA,0,0,0,NA,NA,NA,67.32630920410156,NA,NA,NA,NA,NA,NA,NA
north macedonia,MKD,MKD,europe and central asia,central and western europe,145,0.8610473326735646,27.488526177507467,3.007456606346385,3.3050858148862425,0.6484004632611188,0.08535103734085922,0.08939052613153496,80.32760279483645,0.7671528729384002,0.19230850854056933,1.0578124789282797,5908.340997302518,NA,16510.98308985284,NA,0.0096449421287113,0.15310838434874932,33969.44884138381,72.96654723318,0.17191612378112953,2,10100
mali,MLI,MLI,africa,west africa,146,5.391657711356864,0.8280846813532912,1.3213061243371558,1.5768213345739346,0.4139787862865542,0,0,14.285439030175986,0.5859508306764688,0.24342556802837576,0.9448714807578132,195.4070396363695,0.19825577478433293,334.80246350717783,NA,2.85304453864099e-4,0.00458996858283104,114171.41113656633,50.57755066550231,0.06290021234332906,1,10000
malta,MLT,MLT,europe and central asia,central and western europe,147,NA,5.1223578453063965,5.1223578453063965,3.4896209239959717,0.10765654469529788,0.9232358435789744,0.7898836135864258,39.16665522257487,0,0,0.1658307301804598,0,NA,NA,67076.34505208333,NA,NA,26102.3203125,NA,0.06309200078248978,0,0
myanmar,MMR,MMR,asia and the pacific,south-east asia,148,1.754161384872762,27.03331879202916,10.488435188646022,11.30370108054947,1.268329132643279,0.6762286473884748,0.48259285118663714,176.3660370605601,1.6414614179091505,1.069814335201428,0.5341008630050249,4786.952159593824,0.1545617912613364,2364.5572425657774,889571.5991435125,0.00607144984710016,0.09956407008175427,61069.15026639467,59.70633192030452,0.06262433313862335,3,10101
montenegro,MNE,MNE,europe and central asia,central and western europe,149,0.01713440625025029,121.0757010229505,11.622731826626335,12.947716153584992,0.5995269157875206,0.5653426951565449,0.4811689996323879,125.86371196728749,0.6640620434409615,0.24182897181101637,0.8211186722988257,8721.981259125976,NA,943.3346811780608,1539.2114817781269,0.0108830988047332,0.1797721251912702,31497.186139292065,NA,0.28295850938274747,2,10100
mongolia,MNG,MNG,asia and the pacific,north-east asia,150,2.338795587790652,1.1115487887705802,0.13966713009704887,0.11254831714565013,0.4024256856580696,0,0,121.69463630617796,0.4284829315816039,0.2676508723211516,0.8237276759697151,12.299905695054724,0.16433551241359204,316.66596051109457,NA,6.085218686505507e-5,8.817116873724491e-4,43676.64563207959,62.352110766601335,0.2240334460273523,1,10000
northern mariana islands (the),MNP,MNP,asia and the pacific,oceania,151,NA,NA,4.799999878741801e-4,4.799999878741801e-4,0.02407213929109275,3.22902911901474,2.1389617919921875,NA,0,0,0,0,NA,NA,3481.005615234375,NA,NA,23726.912109375,NA,0.1048961579799652,0,0
mozambique,MOZ,MOZ,africa,southern africa,152,1.2447512459896763,2.6968731870494276,4.690957715226669,5.218146321743569,1.1656500918339978,0.8187462179116772,0.430736891803254,67.0470053761351,1.4452547953114514,0.3800346770534558,0.6139526938725072,625.6362915377268,0.13645209271937891,984.74543315734,11515.793453342829,9.105856064493854e-4,0.01468268818192094,103700.30386523802,49.94947472574499,0.13979662219326003,2,10001
mauritania,MRT,MRT,africa,north africa,153,6.489085247196181,0.4965554507823732,0.4742900279094425,0.5456455376316034,0.17368323840792216,0.04155946875787248,0.02847360493256265,2.6624965770945943,0.2944157805824934,0.11140113652408493,0.7587711246465864,18.314719059687317,0.28054405333940513,187.23857745592963,207897.49620740168,4.936359800764746e-5,7.428955967187582e-4,55743.03290346623,58.87435396630545,0.05154403322281013,0,0
montserrat,MSR,MSR,americas,caribbean,154,NA,NA,NA,NA,0.15375685691833496,2.216760635375977,1.2356287240982056,215,0,0,0,0,NA,NA,1959.6858215332031,NA,NA,NA,NA,0.14421910047531128,0,0
martinique,MTQ,MTQ,americas,caribbean,155,NA,44.55756759643555,9.91939926147461,12.98597240447998,0.1925529349933971,2.296658602627841,1.2356287240982056,201.27258994362572,0.08718383312225342,0.1731035140427676,0.5418937408427486,0,NA,0,788094.8465909091,0,0,NA,NA,0.06519858539104462,1,10000
mauritius,MUS,MUS,africa,east africa and adjacent islands,156,0.5591797232627869,NA,NA,NA,0.0365094905719161,3.5595252895355225,2.317052164077759,219.56521075704825,0.05367599084973335,0.20460478276014327,0.6782213332649554,1.5193053112517705e-41,NA,NA,504707.0205078125,NA,NA,29006.9921875,71.63700103759766,0.09806273877620696,0,0
malawi,MWI,MWI,africa,southern africa,157,0.2997348814860975,4.13622936179815,8.086248694667573,8.500218329068028,1.5153540369046656,0,0,91.64458023547112,1.8848200332265133,0.44119973810195584,0.7301659322984669,3774.2321934852207,0.14491475262005643,1808.62419788384,NA,0.00587685859325333,0.09634176760977342,118094.7231130404,45.247775828728514,0.15570797471819325,3,10101
malaysia,MYS,MYS,asia and the pacific,south-east asia,158,0.05849959355018287,13.34869715891166,22.79099593115936,23.947340707456505,1.4316856368429156,3.1575746712979487,1.8979420689830984,247.64487352610016,2.1637445965807505,1.7434098775649265,0.9118297983553524,16324.52214949272,0.1560258252985257,3790.8233629988185,107357.50834761852,0.02040675635422718,0.32370927140894107,22660.662604769608,72.73810393358002,0.09017047900360964,3,10101
mayotte,MYT,MYT,africa,east africa and adjacent islands,159,NA,40.227108001708984,15.55827808380127,8.501458168029785,0.0708622517330306,3.4989265373774936,2.2513089179992676,117.83294932047528,0,0,0,0,NA,NA,653716.8973214285,NA,NA,NA,76.30799865722656,0.06519858539104462,1,10000
namibia,NAM,NAM,africa,southern africa,160,5.752167415276564,8.304171064888992,0.9745325129461884,1.1781981767253291,0.6831299330516022,0.13262266103100606,0.14733983923098604,24.024912436523365,0.9863183118925662,0.4007041986089425,0.5605362821530518,36.0415600092943,0.14761231187901352,235.54353488997424,25544.015905448912,7.826050491964349e-5,0.00120206737599453,67566.99646192355,52.09337299171008,0.09921003547346736,1,10000
new caledonia,NCL,NCL,asia and the pacific,oceania,161,0,8.44762916444313,6.595609001630038,6.955110514307496,0.1448446939283229,5.8928762557658745,3.076171265257166,108.04052123317013,0.2567901873811663,0.5140040124926445,0.6004314650823851,0,NA,896.9590511778325,5445.227241808303,1.3059102141075695e-4,0.00180402785374046,NA,NA,0.06519858539104462,1,10000
niger (the),NER,NER,africa,west africa,162,6.278277142043927,1.356470624926812,1.3246892298230415,1.561554502462256,0.29461386422377533,0,0,4.033324514709328,0.45319970265971943,0.24120765487713275,1.1803429474570248,274.52863845359025,0.18669072208323376,319.2968589856925,NA,3.763977661565749e-4,0.00610401243323907,134166.68501954203,51.02836139854921,0.050375978582345,1,10000
norfolk island,NFK,NFK,asia and the pacific,oceania,163,NA,16.73733139038086,4.799999878741801e-4,0.01999999955296516,0.03399768099188804,2.002220869064331,1.9200793504714968,NA,0,0,0,0,NA,NA,10004.544921875,NA,NA,NA,NA,0.10528937727212906,0,0
nigeria,NGA,NGA,africa,west africa,164,2.277193369266908,4.290096236620584,7.569511270322906,8.010212489152837,1.065006614126868,0.08841191744302866,0.07329840691533084,62.029877761117106,1.374896139628528,0.33930416170997313,1.046054331123642,9219.884072938588,0.1714290024890566,2285.778657130387,51098.29498662612,0.01155597058291198,0.1774424695960568,105384.23364373432,52.5838005065918,0.1227266684578881,2,10100
nicaragua,NIC,NIC,americas,mesoamerica,165,0.9915115087362296,39.593228492846144,16.48415160640341,16.13248562140543,1.1185364469617838,0.5932085837237872,0.37018475920127847,207.36595434864657,1.4429100063920135,0.3020389575683789,1.0144252701930436,3268.6079915323085,0.10058839624301576,5964.301730933287,92418.07185867811,0.00514207429368383,0.08274720548038303,24901.663261185386,66.12939056628477,0.15465244842440976,2,10100
niue,NIU,NIU,asia and the pacific,oceania,166,NA,NA,NA,NA,0.02370370365679264,3.0025854110717773,2.383488178253174,216,0,0,0,0,NA,NA,30585.51171875,NA,NA,42128.26171875,NA,0.15046671032905579,0,0
netherlands (the),NLD,NLD,europe and central asia,central and western europe,167,0.527958746636129,0.6274379094505521,16.683577295171617,17.039451279279124,0.4750981570118003,0.5151339764975859,0.2923615933559429,125.02786142941554,0.4403447680314931,0.08468286309313303,0.5168665827100414,41861.522059062736,NA,339762.7216711919,11337.798200161746,0.10097832992807218,1.207367350656808,28295.20239666987,78.09901610039299,0.06168788512077954,2,1100
norway,NOR,NOR,europe and central asia,central and western europe,168,0.00409050706131426,1.2309558260979403,9.486852372093422,10.578437262589915,0.3052605447335514,0.5067286185909029,0.5347974694240792,126.9224309517711,0.30622928646032044,0.12791414244862884,0.961360888102264,870.138373457248,NA,7051.6885615857245,7646.97711185518,0.0020881448238589,0.03099326022191605,29525.191677276347,78.65043638709663,0.07168610786645374,2,1100
nepal,NPL,NPL,asia and the pacific,south asia,169,1.4097623577728402,10.01584653489872,6.38608024214598,6.541881833931253,0.9649110086380488,0,0,124.7772542461028,1.2718887079451795,0.8427287736994391,0.8215056704486021,6557.266235444276,0.08419660092567519,30610.8690564498,NA,0.01277423665652836,0.19926694413617452,48678.07691492255,62.56651991547771,0.0601390277524097,3,10101
nauru,NRU,NRU,asia and the pacific,oceania,170,NA,NA,NA,NA,0.00500000012107193,3.2372853755950928,2.2835527658462524,NA,0,0,0,NA,NA,NA,659852.5,NA,NA,NA,NA,NA,NA,NA
new zealand,NZL,NZL,asia and the pacific,oceania,171,0.23000643903523563,8.70755573818364,15.449266077157857,16.033071049438973,0.07728777858141293,1.508319221059075,1.3588117417616508,117.1710854107844,0.10835648294165388,0.32722262472223973,0.847148358892227,2286.377384748654,NA,40569.01603411356,7245.102597476586,0.00873980855035577,0.09732503047745708,27397.30462583712,78.27329075121277,0.15046671032905579,3,11100
oman,OMN,OMN,asia and the pacific,western asia,172,6.406413774705324,5.565923188877477,0.31994229258789453,0.16379433043739397,0.19807923364690252,0.7434317778955615,0.3928064401332326,6.758270120191486,0.32778475100505955,0.1514066767348715,0.934509244293886,302.7442977806319,0.22309839725494385,408.6380057664942,50057.195095344825,4.318619233054045e-4,0.00533560928914122,24364.36735971538,NA,0.13455632149048935,2,10100
pakistan,PAK,PAK,asia and the pacific,south asia,173,4.7711973588059,12.9081533730409,0.6367674922580584,0.6727031495758848,0.4385649906952886,0.11995913608641542,0.06721352639268337,28.72980042523239,0.6477640130507168,0.3883211641345381,0.708869512127543,8007.986927804833,0.11524755898424976,22734.10528362836,397546.01970831904,0.0132279620118132,0.2099381880591982,63731.891930289894,63.92335568659979,0.09823344480738563,2,10100
panama,PAN,PAN,americas,mesoamerica,174,1.025270614262512,31.71862174499026,15.458190626893307,15.693786115002778,1.4816409689536647,2.328131159057231,2.078563299838818,210.3000406996112,1.774529172534809,0.45692968458851424,0.4186903390564812,3191.9261838779344,0.13306387170779246,6059.6458740857415,56200.53200645953,0.00488185687593933,0.07506437458201932,23388.91931235763,74.00199737201247,0.19822796944745455,3,10101
pitcairn,PCN,PCN,asia and the pacific,oceania,175,NA,NA,NA,NA,0.0046089099661578,1.9554275274276731,1.5479968123965793,NA,0,0,0,0,NA,NA,2051.8957737286887,NA,NA,NA,NA,0.14421910047531128,0,0
peru,PER,PER,americas,south america,176,1.1442671067985453,10.958218655997166,14.877931620581425,15.248964973924062,1.4940869318042818,0.17150714141178175,0.13825329094611064,106.30673726923246,1.8600844763987487,0.3933585410624543,0.95596247439885,1573.2449243554574,0.09179977864168196,1897.436539059055,9490373.25768074,0.00218618989265277,0.03543542640359434,29168.1261466898,68.75192269387675,0.08747757347644863,2,10100
philippines (the),PHL,PHL,asia and the pacific,south-east asia,177,0.8307634794501627,11.679299092524008,12.62200702176018,13.743648724576772,0.666797704240136,6.052306117055305,3.0598542589919724,174.60530170502895,0.8149010559571296,0.6836451726592963,0.8062578624043055,21223.981461402673,0.132116939185067,6588.157944883904,146752.37859261167,0.02738233117830166,0.3851926101566487,32069.623046875,68.77093180568347,0.06336300075054169,2,10100
palau,PLW,PLW,asia and the pacific,oceania,178,NA,9.215007464090982,4.6978722093626857e-4,0.01957446771363417,0.06492157715062301,4.100728511810303,2.60819149017334,266.99998982747394,0,0,0.08527224466797634,0,NA,NA,879.5473480224609,NA,NA,38271.9140625,NA,NA,0,0
papua new guinea,PNG,PNG,asia and the pacific,oceania,179,3.400480504829334e-5,34.26522624466022,21.0986817874292,22.210076939725408,0.7562896773885459,2.803074976423119,1.4588553181807382,247.61596453503793,1.0337249137768356,0.2562335279601424,0.934719820775056,1088.212066719006,0.23179388738045728,327.5691585477249,14014.515372019609,0.00138488018775284,0.02279386816546643,50078.508187327665,62.339427450825184,0.14457660986239881,1,10000
poland,POL,POL,europe and central asia,central and western europe,180,0.0972445459819205,5.47856354601846,6.585468582703748,7.1924541999292915,0.5852308130437957,0.01645355891473051,0,96.78561544830306,0.5813358589179779,0.08094717147365389,0.7963933211556375,15726.078775743128,NA,45586.99957977586,14588.228363264174,0.0256362623801705,0.4062766337341729,33236.98658926983,73.80489957156858,0.16837610173008768,2,10100
puerto rico,PRI,PRI,americas,caribbean,181,0.11978753248166124,115.78259569803872,9.189992330187843,8.346998784655616,0.3194115793864642,2.2422155354704176,1.340475091976779,171.01892118100767,0.23178651609059808,0.22116820408598817,0.671412280456309,3074.81015057034,NA,27906.35865234375,4923.459099020277,0.00795980449912909,0.12058328449575588,29005.662109375,NA,0.1048961579799652,2,10100
korea (the democratic people's republic of),PRK,PRK,asia and the pacific,north-east asia,182,0.07655311454578366,22.687987388245137,4.516161618343166,4.790792037485731,0.5138177118964621,0.6477121268935062,0.7990800988790393,135.224783178072,0.5575904266616744,0.1795256667170003,0.732442442408573,6261.259147454463,0.19495874548715256,2020.3361944974808,113482.28925308002,0.00776165826972458,0.1276793867283577,49026.92947408945,73.40433247884114,0.12000492155986628,2,10100
portugal,PRT,PRT,europe and central asia,central and western europe,183,0.9616210418035,8.645288641222457,6.582058321037251,7.013237067088808,0.4818356511616804,0.8703974126050138,0.943999687561929,77.78199740818569,0.5144466492464533,0.28364702802354996,0.4831168670087944,17331.814269262166,NA,30946.748632688545,16631.05001050031,0.0262133501085778,0.404117276904902,33004.16975099422,76.95987542539253,0.06563397348250329,2,10100
paraguay,PRY,PRY,americas,south america,184,2.9364396151427052,1.0959613690214582,5.520776742465041,5.898950862234705,1.1736186363693766,0,0,65.58128101919165,1.534974026708169,0.29749363314478516,0.8580800417912671,9708.669568266609,0.11107022646286388,4752.970585108864,NA,0.01242265626049003,0.16815204553031163,25096.401647826595,69.02079821036796,0.20607566989933335,2,101
"palestine, state of",PSE,PSE,asia and the pacific,western asia,185,2.990154706730562,117.66738678317472,1.4190951499594264,3.041268195014402,0.49523503731849583,0.401605535773046,0.33167248450813214,41.08720025350881,0.7244315937507985,0.3869524255048397,0.9071132426345072,22536.00325686433,0.10383493834663005,NA,7069.518798828125,NA,NA,30484.287745276164,NA,0.07114634662866592,1,10000
french polynesia,PYF,PYF,asia and the pacific,oceania,186,NA,NA,NA,NA,0.01738008952177152,2.8438403257509557,2.09091431629367,151.7499974568685,0.02142660798256756,0.0801217913591888,0.23256362053436488,0,NA,NA,7291.06244938548,NA,NA,NA,NA,0.06519858539104462,0,0
qatar,QAT,QAT,asia and the pacific,western asia,187,6.756733872340276,7.467627251148224,0.07206038225641741,0.20081584170527225,0.20593155140444735,1.5919625471102312,0.8078626990318298,1.3640936733092237,0.2797949058586136,0.18417621482936836,1.04969492854688,0,NA,980.5231850490394,46556.93154502126,1.4495842270681336e-4,0.00200250391576786,21344.05126953125,NA,0.17030589941407548,0,0
réunion,REU,REU,africa,east africa and adjacent islands,188,NA,NA,NA,NA,0.0331415357068181,3.53666721979777,2.264557369550069,237.00011410920516,0.03611945394299028,0.10390278397058712,0.5898159674584046,3.5304438626133758e-40,NA,NA,5418.8140869140625,NA,NA,NA,NA,0.06519858539104462,0,0
romania,ROU,ROU,europe and central asia,central and western europe,189,0.3607824453211146,11.560751428253042,4.221069562977574,4.67522558927521,0.5812401400345838,0.0103032584468754,0.00756246263515452,97.77337808832355,0.6144610749181715,0.19308787652509737,0.7821075669373383,12941.677884324168,NA,34778.86894514705,21163.82556754296,0.02068339740198975,0.328573065977225,38564.12761791415,71.05320510749183,0.1890138360012913,2,10100
russian federation (the),RUS,RUS,europe and central asia,eastern europe,190,0.1489174967210123,13.380015851884744,3.2160939992500506,3.5677645716392306,0.35171151052953065,0.04858801176211713,0.02849042712113529,129.34806735896962,0.3430727965421009,0.2029787777945813,0.892311853108797,841.411073177875,0.17735191989525842,1408.8904055315995,14316.64479548071,0.00123838827529475,0.01993993979139297,53042.57032799944,63.85478742889149,0.24338025054860105,2,10100
rwanda,RWA,RWA,africa,east africa and adjacent islands,191,0.15762693007470358,3.4437501480683737,2.9657546530668983,3.4745342394318244,1.5848958211314397,0,0,106.37443747986045,1.8961571924614185,0.6757398705289821,0.9261300921038746,16764.418683498752,0.19334923566212703,5123.153113494766,NA,0.0217025401058664,0.35158966436904276,93662.87160669192,47.25435996778083,0.15219405722437482,3,10101
saudi arabia,SAU,SAU,asia and the pacific,western asia,192,6.750782923191869,3.800662257844152,0.1714477271312022,0.07750982291727854,0.15223738966913172,0.18468599591072388,0.10492765412106704,3.3042618514835413,0.27222894882572696,0.1250313315398142,0.983676409776061,372.4149194396865,0.1675507728041721,457.9230667955528,18211.845885068415,5.133831163214826e-4,0.00831197762398072,25716.67709492167,72.46018809342125,0.14703475440313477,2,10100
sudan (the),SDN,SDN,africa,north africa,193,5.297906478119366,0.6673489004573727,0.7765561511591045,0.9628876556752026,0.4084349026693516,0.06510572013246667,0.04068072051855274,10.667208324891398,0.4928012708751476,0.3347963775256944,0.952651064402787,477.2851717277863,0.3527414085901129,1227.030978492862,51102.67540174915,7.546741863629447e-4,0.01200578365406089,64047.713270449305,59.82839225970301,0.0531306856432434,1,10000
senegal,SEN,SEN,africa,west africa,194,3.3938668550399096,0.5776091889736449,3.043167200207204,3.355037382151607,0.8984245329681544,0.32395080875775306,0.2973122438715731,49.92876611620526,1.1340647399620938,0.4746104574980799,0.9203077890769232,1086.6161727224676,0.12405317306806923,1516.3575619437977,33356.97905934967,0.00152754430911205,0.0246842658578215,65940.51788227326,55.840801261490846,0.03894878591429277,1,100
singapore,SGP,SGP,asia and the pacific,south-east asia,195,NA,0.2344196200370789,29.33437156677246,27.768599700927737,0.9167025312781334,5.972499966621399,3.756001353263855,189.5013084411621,1.894062414765358,1.4506096504628658,0.22695664446666797,699.8457772391183,NA,0,93981.552734375,0.00114619931264314,0.01897338544949889,18583.951904296875,NA,0.07508532827099164,1,1
south georgia and the south sandwich islands,SGS,SGS,americas,south america,196,NA,NA,NA,NA,0.00785360580130693,1.188369700707585,0.801913387086018,167.85223863945632,0.03283524384968756,0.09378039027142332,0.6507864670731732,NA,NA,NA,6398.0620659049355,NA,NA,NA,NA,0.14421910047531128,NA,NA
"saint helena, ascension and tristan da cunha",SHN,SHN,africa,southern africa,197,NA,NA,NA,NA,0.00148141963290981,1.3045867681503296,1.3439012169837952,144,0,0,0,0,NA,NA,55680.41912895441,NA,NA,NA,NA,0.14421910047531128,0,0
svalbard and jan mayen,SJM,SJM,europe and central asia,central and western europe,198,0,62.84169376266236,1.3448923461414084,1.5995969582454912,0.01060947669391692,0.37895117968774944,0.19413033341771735,118.0254993838785,0.03415839038031161,0.10888017707507956,1.0145945597655477,0,NA,NA,4491.959668918011,NA,NA,NA,NA,0.07171264290809631,1,10000
solomon islands,SLB,SLB,asia and the pacific,oceania,199,0,35.60496258428868,25.705255281259895,22.519032730552116,0.27589550851718775,5.18161389642133,2.9412023285905757,249.37150516794688,0.28413578053602206,0.24412019410665925,0.6475594752518347,0,NA,339.7383019319454,57200.12397187056,4.9930242699559585e-5,6.897530028235527e-4,54563.03125,NA,0.0923089809034149,1,10000
sierra leone,SLE,SLE,africa,west africa,200,1.7131265393315112,1.1324121130358058,19.419179774333383,19.32449746967476,1.3253534195157453,0.6669207675325514,0.4412940680425718,178.0979141076773,1.6106123541437076,0.6170567709488972,0.8430389213750216,1284.205378721388,0.24615093533973495,926.803569054434,89448.47203871782,0.00170189084713359,0.027804086736825,113477.60553664542,45.14184532740163,0.1561950360000897,1,10000
el salvador,SLV,SLV,americas,mesoamerica,201,2.3681069131714203,64.7504090548527,11.02578909242684,11.266199945438244,0.987836597674343,1.496440881706146,0.8951523193872597,156.91626359628333,1.3201981582923723,0.2643796587610202,0.8571686143842676,22945.466834404266,0.07531215085921039,15120.203505973506,232499.38248172883,0.03026976722011583,0.4912782102497867,30499.1303691169,69.74258549493334,0.12053168071358183,2,10100
san marino,SMR,SMR,europe and central asia,central and western europe,202,0.3004300594329834,10.159539222717283,9.39725399017334,10.761430740356444,0.49947643280029297,0.8312061429023743,0.6930226683616638,112,0.46186384558677673,0.24809183180332184,1.0375195741653442,32226.646484375,NA,NA,NA,NA,NA,28010.78125,NA,NA,0,0
somalia,SOM,SOM,africa,east africa and adjacent islands,203,6.102866732345348,5.779709977529445,0.7264302858352172,0.9362712350712372,0.49159178926969654,0.8924394720111066,0.536691533351303,13.836882346799886,0.7479836242441023,0.2314324835027933,0.9541044156915222,182.40821085907916,0.19532734556939865,1233.5608739413628,58510.39581688495,4.000826769730275e-4,0.00613350684491592,101123.81799535733,50.74100112915039,0.05591817593347888,1,10000
saint pierre and miquelon,SPM,SPM,americas,north america,204,NA,0,0,0,0.11466227620840072,0.932701051235199,0.976190447807312,119.40028381347656,0,0,0,0,NA,NA,1590.1525146484375,NA,NA,NA,NA,0.06519858539104462,0,0
serbia,SRB,SRB,europe and central asia,central and western europe,205,0.49659801771275675,15.833778323958128,3.854790193215308,4.388213556032754,0.5999105684075767,0,0,91.61956566624102,0.6569526785909422,0.21868147681557937,1.0287864436399152,13768.880025203714,NA,27684.852603818723,NA,0.02064394358167077,0.3307473057274864,38801.43298659298,71.45773366251983,0.18450369197665176,2,10100
south sudan,SSD,SSD,africa,east africa and adjacent islands,206,2.1853056706992335,1.0802708611313638,3.000766511104577,3.255360820801488,1.0142737037491432,0,0,57.413184646777175,1.1878803929459152,0.560899777533263,0.5902943880121224,536.5401611675258,0.29647113759865107,2132.6409071287485,NA,9.579996224585928e-4,0.01501238041130966,86115.19920505864,48.3211669921875,0.10928847583402004,1,10000
sao tome and principe,STP,STP,africa,central africa,207,NA,92.58584267752512,11.820121901375908,11.806673867361884,0.12101580823461217,1.470859279235204,1.1708629926045735,188,0,0,0.34253128314761244,7.966381769686585e-43,0.18500485022862753,NA,114630.27262369792,NA,NA,48125.20703125,61.62232907613119,0.10840164124965668,1,10000
suriname,SUR,SUR,americas,south america,208,0.03227077414584073,1.059699107508499,13.921661198588907,14.629176464733936,2.1597697042227137,0.167674993043821,0.1561658343896639,174.02624284121026,2.700321957598712,0.28489943946162005,1.1500812108891687,213.93851143048505,0.08169690386714387,108.3080167023119,70861.2164662679,2.6130855776965444e-4,0.00428293784218828,35633.73245590157,74.368499755859375,0.0637178058838304,2,101
slovakia,SVK,SVK,europe and central asia,central and western europe,209,0.10402071135892352,6.4376852480062174,5.4648862033560786,6.158101007637928,0.6228398305810596,0,0,106.46911880154872,0.6575433723150362,0.17737017096810329,1.0325618200221445,14078.09647816082,NA,21237.568606375535,NA,0.02007986040444875,0.3239781542873911,32914.44261185458,72.9977442364153,0.17921242206558463,2,10100
slovenia,SVN,SVN,europe and central asia,central and western europe,210,0.00724717663427119,64.19370553142032,12.34043424028948,13.392252815775125,0.6383666568491833,0.3248490538130271,0.21969978790724484,134.70605719233134,0.6889029998691326,0.12013977913028864,1.0929636255086186,9357.341550895966,NA,36898.07938221358,1580.9211203835227,0.01666855114275446,0.25210514845427834,32180.6335243317,75.93922929878694,0.20791297594466843,2,10100
sweden,SWE,SWE,europe and central asia,central and western europe,211,0.01216081628151631,1.1553052530636534,6.424076335142185,6.765404479010084,0.33520060129116236,0.0962145415004596,0.03861870337911553,107.98647169293356,0.3361800389067288,0.08108882327939783,0.7497329435319643,2966.8701511301724,NA,6106.4119817116725,6595.465172538505,0.00455735875872735,0.06917665870046641,30099.71823506021,79.28904859765225,0.07172918008275764,3,11100
eswatini,SWZ,SWZ,africa,southern africa,212,1.2453906218966713,8.290589414860891,1.612988089348959,1.8451162086880728,1.3116412826206374,0.5205190991572833,0.2993298668987257,54.15527332140052,1.7261678239573603,0.4672506708165874,0.4619888352311176,18213.67726888254,0.16984799815260845,6749.537571649966,NA,0.02298327217804794,0.3634853239738099,NA,47.6384393443232,0.20538513161565947,3,10101
sint maarten (dutch part),SXM,SXM,americas,caribbean,213,NA,NA,NA,NA,0.12829208374023438,2.1848714351654053,1.2298147678375244,NA,0,0,0,0,NA,0,27641.7890625,0,0,NA,NA,0.0629580169916153,0,0
seychelles,SYC,SYC,africa,east africa and adjacent islands,214,NA,NA,NA,NA,0.06269840523600578,3.385060727596283,2.194461226463318,158,0,0,0,0,NA,NA,4992.408462524414,NA,NA,28729.9921875,NA,0.1051790416240692,0,0
syrian arab republic (the),SYR,SYR,asia and the pacific,western asia,215,5.154553496547745,9.7012062900274465,1.8487867798216069,2.3877835067126,0.2355574676994999,0.05046951850461983,0.04463183969264462,29.800725418205765,0.3896615298566621,0.14760833592934572,1.0004035447024355,4820.7893772844855,0.13166492130537075,5281.080354579381,35713.59403139114,0.00664284815354594,0.10786692157215882,24089.591853562004,71.00434231605342,0.2266567139593197,2,10100
