"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"ER.FSH.CAPT.MT","Capture fisheries production (metric tons)","Capture fisheries production measures the volume of fish catches landed by a country for all commercial, industrial, recreational and subsistence purposes.","Food and Agriculture Organization.",
