country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,DALYS_2000,life_expectancy_SHDI_2000,TerrStat_hotspots_bin_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005,n_cases_country,prop_cases_country
"bonaire, sint eustatius and saba",BES,BES,americas,caribbean,21,NA,NA,2.1928391456604004,1.3113863468170166,NA,0,0,0,0,NA,0,462.0355072021485,NA,NA,0,0.2721310518682003,0,0,9.766542315483091,9.25,9.766542315483091,9.25,0,0,1.5067280530929563,1.5067280530929563,0,0,5,5,0,3.2598143219947815,0,0,NA,NA
burkina faso,BFA,BFA,africa,west africa,22,3.2200184612874403,0.1558504012415315,0,0,43.66095297364988,1.2265654574320508,0.41596758179878773,1.106294678805838,1068.0910702962385,0.22447933259358616,1735.3045433690943,NA,105157.9969112817,50.93404545421233,0,0.3904970979562958,0.00305530094714329,0.01222120378857317,6.442206308086313,6.120073327222731,10.76943554253233,10.447296058661776,0.00702719217842957,0.02474793767186068,0.00520830620273791,0.00521479808747171,0.40238313473877174,0.2108157653528873,4.098686220592729,4.875649251451268,0.05866177818515124,1.8671843924090432,0,3.7149404216315305,62,0.164021164021164
bangladesh,BGD,BGD,asia and the pacific,south asia,23,1.8539018474501037,0.65063318844056794,1.4153241130072602,0.9635330540513292,191.29257147589396,1.1533294945850356,0.9648499029728772,0.4923444616342275,29486.980548424017,0.14920452885060628,68715.15454859166,882147.0737732806,44271.764127530434,65.98524607942437,2,0.6737895525864821,87158299.25930102,87158299.24239008,17.709500099881414,21.861330326944756,18.58552896262056,22.701803833145433,0.2802585193889542,0.2925969447708578,0.34116332042600006,0.34116399105362966,0.00763807285546416,0.00646298472385428,8.72385428907168,87158308.01465614,0.3525264394829612,2.892426158090316,4.976498237367802,5.321974148061105,63,0.16666666666666666
bulgaria,BGR,BGR,europe and central asia,central and western europe,24,0.6637314063520475,10.869196329896202,0.02775665025000632,0.0360299387338712,83.40956865185686,0.6915043832945384,0.27125762338207077,1.0097578554739637,6413.942477497347,NA,16762.96721758532,2096.382618918138,46975.685302872385,71.53032405286135,2,0.4778177319694374,3639803.036158192,3639803.007909604,13.26347143014542,13.12824858757062,12.630194689233086,12.496045197740113,0.6632710809281268,0.6802490096208262,0.0522006740084952,0.0522006740084952,0.1420486700622524,0.1528013582342954,5.208828522920204,3639807.7491525426,0.5840407470288624,2.7805973268121935,3.589134125636672,3.2009054895302773,64,0.1693121693121693
bahrain,BHR,BHR,asia and the pacific,western asia,25,NA,13.419995307922363,1.6041429042816162,0.8078626990318298,1.000016689300537,0,0,0.4989872063128133,8981.343750004084,NA,NA,82824.290625,22541.341796875,NA,0,0.6520442598395877,644245099.4,644245100.4,30.282172884259904,59.3,33.13931574140276,61.3,8.428571428571429,9,1.1781402890171324,1.1781402890171324,0,0,8,644245100.6,0,5.532603434153965,0,0,NA,NA
bahamas (the),BHS,BHS,americas,caribbean,26,7.5,9.020550207260552,2.2112776951843434,1.372562502207381,92.32172247845192,0.10853393633517576,0.10175235592272695,0.466804802633115,0,NA,761.8129048493714,13119.149009008086,30497.9921875,NA,0,0.10986493416571404,337806416.9325843,337806416.8764045,8.088850588779508,26.685393258426966,6.291362281896096,25.168539325842698,0.44,0.48,0.9496894953125714,0.9788678202059358,0,0,1.6666666666666667,337806418.03932583,0,2.1858278022209805,2.38,0.4666666666666667,62,0.164021164021164
bosnia and herzegovina,BIH,BIH,europe and central asia,central and western europe,27,0.00556083990959009,92.8999549542697,0.25725046114994454,0.2205235376681626,113.96313820435452,0.642688415261467,0.19964172714946488,0.7156962265905279,4273.081553688418,NA,12786.52287527231,7721.818782983824,29242.912099984977,74.4789995780358,2,0.4030869195166116,0.02403846153846154,0.37259615384615385,11.199971247177858,10.842548076923077,11.864634733360548,11.507211538461538,0.21394230769230768,1.125,0.13256856807822934,0.13256856807822934,0.11658653846153846,0.16105769230769232,5.615384615384615,5.993990384615385,0.625,2.0662007791778216,2.40625,1.3882211538461535,NA,NA
saint barthélemy,BLM,BLM,americas,caribbean,28,NA,NA,2.181045174598694,1.2298147678375244,NA,0,0,0,NA,NA,NA,25219.5478515625,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
belarus,BLR,BLR,europe and central asia,eastern europe,29,0.02977717423227982,8.16100843681281,0,0,105.42479647006913,0.5895603713487448,0.13837993932563974,0.869006777263206,6861.015426733757,NA,34579.5950459729,NA,44580.707896839485,69.17720387198709,2,0.4944623373781217,1061009.9051383398,1061009.9174901186,10.287308576197772,10.00098814229249,11.538332457419852,11.25098814229249,0.472071181413742,0.5096391497775581,0.11961570901000236,0.12447053938308192,0.04597132970835393,0.01828966880869995,4.575135936727632,1061014.097826087,0.5358378645575878,2.6558293020348116,1.685121107266436,3.091695501730104,NA,NA
belize,BLZ,BLZ,americas,mesoamerica,30,0.23790356350859548,36.00567540295165,1.1845661735440909,0.7544196264642873,215.11580184818237,1.4249264564897108,0.343141093515401,0.8461205123364122,5973.347649677916,0.102050320592834,725.1451925765302,65478.60056569317,29725.4395409059,67.47794344898466,2,0.16993834978590408,40064993.47014926,40064993.43283582,5.9214999938645745,7.902985074626866,4.697165400356394,6.701492537313433,0.03041825095057034,0.0988593155893536,0.19403164109073137,0.19403164109073137,0,0.00380228136882129,2.55893536121673,40064996.38059702,0,1.1837421331568816,1.9163498098859315,0.2129277566539924,64,0.1693121693121693
bermuda,BMU,BMU,americas,caribbean,31,NA,NA,1.6456806659698486,1.8219157457351685,93,0,0,0,NA,NA,NA,6227.3193359375,26993.189453125,NA,NA,0.5465041697025299,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
bolivia (plurinational state of),BOL,BOL,americas,south america,32,0.6280226147330021,4.965437713291199,0,0,74.34236368928748,1.7135091364914796,0.32962641303647566,0.8563730320968828,754.9115810549821,0.12257592407953331,1296.1678347882903,NA,43761.143781738465,63.63740585120902,2,0.14219894721453166,5999916.582043343,5999916.576757533,3.348245778107396,3.4525409650381333,4.0237822582189775,4.118326663142793,0.03960321066182038,0.03687717704073905,0.05914615895914107,0.10148560953473652,0.7611691655308194,0.7237619263970922,1.2177040739058005,5999918.00807974,0.04361653793730123,1.109484294738875,0.0932909283658943,0.5353627139179161,64,0.1693121693121693
brazil,BRA,BRA,americas,south america,33,0.2794365692816921,5.954699736830731,0.11192268432858156,0.09362072554550714,126.00464804032048,2.2949227388084203,0.4640818118814853,0.6806232553015478,4919.854902459477,0.0710115875319477,4653.6507218389725,27974.267386239004,32533.473954081743,69.81209504480738,3,0.15649821705736547,8408150.457117127,8408150.487069556,3.976266246097216,4.267349895264384,5.24672882135076,5.525880464360525,0.12455533499734676,0.20799512588195987,0.09275217609820866,0.1184868555245253,0.4671881448870895,0.3089660187496315,1.7327784438198934,8408152.31623304,0.0598258682022759,0.9393502425511714,0.4831666044299443,1.5623120614767791,77,0.2037037037037037
barbados,BRB,BRB,americas,caribbean,34,NA,NA,2.23595913251241,1.2298147678375244,181,0,0,0.410625234246254,0,NA,0,4566.304768880208,31336.369140625,74.08899688720703,0,0.7724406321843466,5,6.666666666666667,31.140915552775063,30.666666666666668,31.80758221944173,31.333333333333332,6.833333333333333,8.166666666666666,0.8075821430732807,0.8075821430732807,0,0,9,9,0,6,3.5,1.1666666666666667,62,0.164021164021164
brunei darussalam,BRN,BRN,asia and the pacific,south-east asia,35,3.907436598794824e-4,18.5909592639054,5.453750297427177,3.041335079818964,282.8464887065272,2.2031778832897544,2.0537413135170937,0.9914974325802176,285.73370444390287,0.13710761864980062,12559.341824390847,91422.6056780134,20159.03087797619,72.7760009765625,2,0.18477129633174627,0.46875,0.78125,8.393550708889961,8.03125,8.627925742417574,8.265625,0.6875,1.25,0.22818256447737895,0.22818256447737895,0,0,3.9375,4.171875,0,1.5403681336902082,1.53125,0.65625,62,0.164021164021164
bhutan,BTN,BTN,asia and the pacific,south asia,36,0.4658838382625699,23.908539461687145,0,0,147.24576760462554,1.2525067212305274,0.8317983130574929,0.931894683943282,534.1442349839919,0.06246664301146459,4714.3789751556305,NA,46390.07003622298,66.28600311279297,2,0.15355157817774298,0,0.01964636542239685,6.300816680687116,6.017681728880157,7.338656788022204,7.045186640471512,0.02554027504911591,0.04322200392927308,0.08277934078827268,0.1599121739078267,0.22593320235756384,0.21414538310412573,4.520628683693516,5.12573673870334,0,1.2671532685958098,0.1787819253438114,0.5088408644400786,NA,NA
bouvet island,BVT,BVT,americas,south america,37,NA,NA,1.0657862424850464,0.7941176891326904,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
botswana,BWA,BWA,africa,southern africa,38,5.740175073854608,0.6279454515879885,0,0,28.111097366642323,1.0968918560008745,0.4822783626492522,0.7246401579620707,25.118499496761657,0.2060375976154249,209.93819358763344,NA,92681.6266607314,49.487595550198535,1,0.07665713630994556,0.00547870154773318,0.01232707848239967,2.981127207373103,2.8153677578413916,2.910238789451646,2.74414463772086,0.01232707848239967,0.0235584166552527,0.00159127511836597,0.00248355706819199,1.197233255718395,1.2387671232876711,0.6276712328767123,294136.32653061225,0.02191780821917808,0.8341932508308594,0.2809204218600192,0,NA,NA
central african republic (the),CAF,CAF,africa,central africa,39,2.47758539170422,1.0204916494929734,0,0,91.40814046004633,1.4963104175999098,0.40704541294685703,0.5628986296263727,243.60879175198107,0.1244802721472002,275.0217719427886,NA,127091.477629834,45.29784294182735,2,0.12964503115156512,0.00136892539356605,0.00136892539356605,3.2437858946391933,3.015605749486653,3.055763663747472,2.8236824093086925,0.00424366872005475,0.00191649555099247,0.01163718411087229,0.03278675628227785,0.06283367556468172,0.05325119780971937,1.2407939767282683,1.7698836413415469,0,1.0806086693048311,0.842299794661191,0.11594798083504448,62,0.164021164021164
canada,CAN,CAN,americas,north america,40,0.14653689549229898,8.205622344385528,0.09244138004760748,0.05663916796089703,98.79888144176525,0.24742624845652125,0.12905101931617116,0.7103387012440779,691.1426886178389,NA,977.9759024077453,5447.3192963258,25762.04585342444,78.74386457421912,3,0.03376724254445187,48631467.0908463,48631467.072180375,0.9755312105831536,3.836188040653883,0.8132171584995348,3.674921060421669,0.1519796732235104,0.12213313365528614,0.05263922285017736,0.05985912212211562,0.02115527051139615,0.02574234925765074,0.16072119672213905,48631467.17435368,0.08541284558044053,0.26886470777276955,0.15648084268623064,0.02874017735449023,73,0.1931216931216931
cocos (keeling) islands (the),CCK,CCK,asia and the pacific,south-east asia,41,NA,NA,2.17494797706604,1.405093550682068,NA,0,0,0,NA,NA,NA,8055.9205078125,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
switzerland,CHE,CHE,europe and central asia,central and western europe,42,0.00832096297618177,54.94440582612204,0,0,127.1299784738501,0.609029786231015,0.08327120328201797,0.6761283050565159,14798.482033422044,NA,95516.7902874234,NA,28548.575146274212,79.87363213822353,3,0.46795122079370854,1.9655667144906743,2.582496413199426,17.29098311592551,16.932568149210905,18.290983122168175,17.932568149210905,3.265423242467719,4.054519368723099,0.21243506612845625,0.21243506612845625,0.2984218077474892,0.24820659971305595,5.593974175035868,5.499282639885222,1.5839311334289814,2.5333543662703364,1.8378766140602585,1.576757532281205,64,0.1693121693121693
chile,CHL,CHL,americas,south america,43,1.9536830349233825,22.830484849324943,0.8112239643927103,0.6433079964339254,71.94457751862686,0.2522046445654017,0.17030301568800238,0.7120431535287555,2415.0838176767024,0.17015895175819212,1716.14932830855,96211.15551884843,23969.387398942785,76.53980170943335,2,0.12521887424672837,82996368.00176476,82996368.03088327,3.891369225356792,8.468454954557487,4.30003940791053,8.84831906820789,0.09178522257916476,0.17687012391005047,0.07002156198329275,0.11437414320553577,0.3588543101074084,0.33232351051133757,1.6476365305185865,82996369.60328245,0.1666819642037632,1.3612482863426647,0.1265718219366682,0.31610830656264344,82,0.21693121693121692
china,CHN,CHN,asia and the pacific,north-east asia,44,1.8455936910552528,15.240959092536508,0.09316270514015793,0.07300452266977456,111.75516576694282,0.6101997291205279,0.293054094304125,0.7081564135288919,8642.74983750765,0.11622208969176384,10224.362763604946,289078.344668635,29008.93345529771,69.21014620386785,3,0.2786222694848737,4073405.477234426,4073405.590752238,7.820905971001767,7.794982162528909,8.551347612017956,8.523305440246295,0.19367594710951605,0.4221517275657659,0.07045718631245457,0.0770462135477246,0.704300092828793,0.5426829713984986,3.936503643712859,4073409.420519293,0.13718195174364634,1.3501593506923673,1.3285627617662323,1.757482950932308,82,0.21693121693121692
côte d'ivoire,CIV,CIV,africa,west africa,45,2.0196553624012745,0.4767898011660035,0.1293302711862763,0.11637021642807178,79.66356582029618,1.6822182152817748,0.6075702864955969,0.9158011569133988,3670.708216502683,0.12126508981407098,826.6248357793869,74594.72545890498,94581.77142889434,51.035888248465675,2,0.397941666737597,0.02629503023928477,0.02892453326321325,7.411240455275487,7.094662108861425,7.703991964447664,7.3836444911911645,0.03497239021824875,0.07651853799631869,0.08839329613437508,0.12950136793605171,0.8225085458848278,0.7959505653431501,4.062582171969498,4.607678148829871,0.02945043386799895,1.7966836137643714,0.5503549829082304,0.23928477517749144,63,0.16666666666666666
cameroon,CMR,CMR,africa,central africa,46,1.177597498272309,4.481178716773052,0.06885932456820691,0.06203021830530548,106.50384226128848,1.9715625736445752,0.5066718368499604,0.7999080634573125,1882.6614028790327,0.13562209136433975,932.517741524811,223734.9158815374,83527.16306509894,52.55981728857048,3,0.2106388299427777,10574878.449024256,10574878.450848076,6.008881350219949,6.305672077329929,6.192199627412729,6.480758708736094,0.01392961876832844,0.02071114369501466,0.04722644623114119,0.09803006296125362,0.07404692082111437,0.04105571847507331,3.1803519061583576,10574882.229801204,0.0469208211143695,1.649888044452606,0.9891862170087976,0.5196114369501467,63,0.16666666666666666
congo (the democratic republic of the),COD,COD,africa,central africa,47,0.2655497562063721,7.431579570014396,0.00169049718333007,0.00156661813845977,85.39286660775079,1.646346672806216,0.406730767398565,0.6534705798785909,876.195862240295,0.18957620716048756,67.0797215188767,40378.78935773983,95053.33934772278,51.16488887824794,3,0.15847538375499426,19546128.174946085,19546128.173483934,4.8390541843156365,5.670504806813613,5.5515686184655975,6.373176883430201,0.00531208499335989,0.00700900103290541,0.02269294331969862,0.04788260789017274,0.10384388372436182,0.111369337464955,2.779327135900841,19546131.755492195,0.03806994245241257,1.7163907564364036,0.16862180906005608,0.00929614873837981,63,0.16666666666666666
congo (the),COG,COG,africa,central africa,48,0.29326092476986443,13.149184944059249,0.05327562505442586,0.04937242109935124,94.82901823937476,1.8648315229258805,0.4357199876249242,0.8098476788217014,384.73523948494824,0.1110430766816941,34.71310699058965,216864.32570306183,79182.85437386803,52.02677879457381,2,0.17794151429762553,0.00749250749250749,0.02497502497502497,2.389007452054957,2.1515984015984015,3.1679655510770544,2.9265734265734267,0.00974025974025974,0.05444555444555445,0.07917301282515035,0.1183708755713467,0.07242757242757243,0.07492507492507493,1.1728271728271729,1.9195804195804196,0.03996003996003996,0.9357085647610398,0.07167832167832168,0,63,0.16666666666666666
