country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,DALYS_2000,life_expectancy_SHDI_2000,TerrStat_hotspots_bin_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005,n_cases_country,prop_cases_country
cook islands (the),COK,COK,asia and the pacific,oceania,49,NA,NA,2.772585391998291,2.0308587551116943,177,0,0,0,0,NA,NA,1935.7029622395833,28542.43359375,NA,0,0.28011758128801983,715827882.6666666,715827882.6666666,14.868191719055176,52,14.368191719055176,51.666666666666664,1.5,1.5,1.004079982638359,1.004079982638359,0,0,7,715827887,0,5.364112019538879,0,0,62,0.164021164021164
colombia,COL,COL,americas,south america,50,0.5201893914590717,10.147144832385298,0.20260746888612105,0.15290704836789323,181.52109067067536,2.123570156718191,0.41897073306593374,0.7485032991481719,3576.084208550669,0.07975884285819482,7938.590342824547,5670.31897475143,28939.33853013602,71.33521393566596,3,0.17384480175314904,1449914.0511627907,1449914.0526631658,4.640179266615155,4.526256564141035,5.297393299573754,5.176594148537134,0.19938443059830344,0.2282861647023497,0.12493579638617476,0.16395299913534586,0.8165302905187298,0.7687110577283988,2.140605059680204,1449916.5041260314,0.04624277456647398,0.9525229590413952,0.24960588544403572,0.4608512874408828,72,0.19047619047619047
comoros (the),COM,COM,africa,east africa and adjacent islands,51,NA,72.9358872633714,3.5366892563669303,2.2512324232804146,130.32344773236443,0,0,0.5896975303115763,0,0.32731296671064275,NA,171983.12006578947,62240.7734375,58.21811103820801,1,0.32408011743896886,226050910.31578943,226050910.31578943,12.833166178535013,24.526315789473685,12.480225002064424,24.210526315789473,0,0,0.6806414657518925,0.6806414657518925,0,0,8.235294117647058,226050917.7368421,0,3.5054659562952377,0.4117647058823529,0,62,0.164021164021164
cabo verde,CPV,CPV,africa,west africa,52,NA,NA,1.644988335669041,1.3031106119354563,25.56401184277657,0.0231605094547073,0.05732735805213451,0.30603256173412774,0,0.11707868333905937,NA,23678.247550964355,35237.4375,68.61799621582031,0,0.32248167724659044,313174698.6666667,313174698.6666667,7.552452261854962,24.8125,9.210988864666078,26.229166666666668,0.12195121951219512,0.2195121951219512,0.7237948380530813,0.7237948380530813,0,0,5.097560975609756,313174703.625,0,1.6091452117373304,0,0.8536585365853658,64,0.1693121693121693
costa rica,CRI,CRI,americas,mesoamerica,53,0.887880766439871,42.85117586575613,2.10160372354217,1.877370400982276,256.82227057585504,1.9659389376118872,0.5187461228698284,0.5637093829054706,15384.850472725488,0.09882174150263968,6349.64784551875,34086.99359253833,20207.62019628099,77.58597278437338,3,0.31021000607178945,21227186.240527183,21227186.289950576,11.02876334222105,11.927512355848435,11.885847706167947,12.771004942339374,0.4459234608985025,0.8286189683860233,0.2282052925888404,0.2383678486718348,0.8635607321131448,0.8868552412645591,4.394342762063228,21227191.014827017,0.19966722129783693,3.3962319419903686,1.2346089850249584,0.9317803660565724,66,0.1746031746031746
cuba,CUB,CUB,americas,caribbean,54,3.057967409057796,25.49010423472378,2.1873192210073418,1.363695135609263,97.86482155919074,0.562946888158413,0.47597666330611765,0.9636334851196884,29146.958823635476,0.136639486995626,12521.61476696643,2864.1664332908435,26435.73828125,76.18299865722656,2,0.3277698567805068,65169301.52890173,65169301.59393064,12.75528114900859,15.919797687861273,10.215061013105196,13.452312138728324,0.14083457526080476,0.3651266766020864,0.18215887290567,0.1955899859549011,0.29582712369597614,0.4016393442622951,5.353949329359166,65169306.81647399,1.1028315946348732,2.1521088926651792,3.453055141579732,0.3286140089418778,62,0.164021164021164
curaçao,CUW,CUW,americas,caribbean,55,NA,NA,2.205490469932556,1.3113863468170166,32,0,0,0,0,NA,0,6299.3332112630205,NA,NA,0,0.4575176338354746,357913944.6666667,357913944.6666667,25.567740821838377,42.166666666666664,23.167740631103516,40.166666666666664,5.2,5.2,0.8418312013149262,0.8418312013149262,0,0,6.8,357913947.3333333,0,5.9259095907211305,2.8,0,NA,NA
christmas island,CXR,CXR,asia and the pacific,south-east asia,56,NA,NA,2.473097085952759,1.718946933746338,NA,0,0,0,0,NA,NA,1987.46435546875,NA,NA,0,0.05971534177660942,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
cayman islands (the),CYM,CYM,americas,caribbean,57,NA,NA,1.9413511753082275,1.2687758207321167,81,0,0,0,0,NA,NA,30530.615234375,NA,NA,0,0.6812197417020798,715827889.3333334,715827889.3333334,29.10889434814453,61.666666666666664,30.608895301818848,62.666666666666664,9,9.5,1.2941204905509949,1.2941204905509949,0,0,6,715827887.3333334,0,2.814773976802826,0,0,NA,NA
cyprus,CYP,CYP,europe and central asia,central and western europe,58,2.3269163568814597,13.08511975636849,0.6742880502379084,0.6618109302348402,54.74992327622965,0.30862711119170194,0.2248011707583006,0.7918596965675249,1981.336257199207,NA,21037.254079965445,925.2888597695224,25767.541015625,NA,1,0.4970540583627411,77619892.21686748,77619892.57831325,12.83399045318365,16.602409638554217,15.021490466594695,18.710843373493976,2.1875,3.1,0.18035889538400623,0.18035889538400623,0,0,4.3625,77619895.45783132,0.1,3.0536315724253655,1.575,2.1,63,0.16666666666666666
czechia,CZE,CZE,europe and central asia,central and western europe,59,0.06415178727663544,2.212514547487864,0,0,96.1921435553336,0.6211998841252727,0.09384577114321686,0.5860657262482438,21562.094934897865,NA,36370.67717752073,NA,33802.76075803855,74.9223076948921,1,0.5689327848722584,1.333803810868031,1.333803810868031,18.92517045211775,18.59633027522936,17.45022339817076,17.12138320395201,3.477769936485533,3.8242766407904023,3.5373540103263644e-6,3.5373540103263644e-6,0.01129146083274523,0.01623147494707127,5.7367678193366265,5.757939308398024,1.6316160903316868,2.144644769527749,4.589273112208892,2.7417078334509526,63,0.16666666666666666
germany,DEU,DEU,europe and central asia,central and western europe,60,0.17564887040102942,11.514077242071243,0.096021042222759,0.04195665296546274,104.75885978702192,0.5621862068197055,0.06550605062163764,0.5357712667109904,27440.425959561497,NA,88554.58826784314,14144.675006306568,31870.643197112655,77.89314810699847,3,0.5924445283678463,6171865.149296626,6171865.063076691,20.946350302221703,20.921494478898804,18.749293280308795,18.730751777340796,3.3775788834951457,3.665655339805826,0.08201888807546254,0.08201888807546254,0.01972087378640777,0.08555825242718447,6.682190533980583,6171870.194978067,1.7803398058252426,2.4721894757822156,4.834799757281553,2.294751213592233,71,0.18783068783068782
djibouti,DJI,DJI,africa,east africa and adjacent islands,61,6.756160938093815,36.28495709481649,2.314852474956473,1.322548091215749,9.281945510864258,0.6932312310520192,0.4303863446136793,0.5632702784066053,22.481616766877877,0.3170579672439553,1456.0837299589682,8201.824849626659,65031.41453004344,61.75708872379023,1,0.1867183178721235,16582885.35135135,16582885.35135135,5.133233662709188,5.768339768339768,5.786930156009206,6.416988416988417,0.05058365758754864,0.03891050583657587,0.04960559604095568,0.04960559604095568,0.6848249027237354,0.6848249027237354,2.4357976653696496,16582888.38996139,0.0933852140077821,1.7801261214894544,0,0,62,0.164021164021164
dominica,DMA,DMA,americas,caribbean,62,NA,NA,2.1995486974716187,1.2356287240982056,358,0.03228665337273924,0.1253057997702854,0.4832495048813143,0,NA,NA,92365.796875,33698.16796875,NA,0,0.37514679580926896,0,1,12.0622079372406,11.7,10.362207889556885,10,0.7,0.8,0.4850134508684278,0.4850134508684278,0,0,5.8,5.8,0,2.27719432413578,2.8,0,NA,NA
denmark,DNK,DNK,europe and central asia,central and western europe,63,0.16411776245456108,7.453781542354604,0.6558134468063492,0.3799073209966146,122.64483469063894,0.3359471785187556,0.05027367276237669,0.8661880453717917,38294.99316155541,NA,178105.7906333502,10020.643382939475,32621.062345096983,76.91871397522674,2,0.6731140674466873,58368752.74292186,58368752.30124576,19.713647347806635,22.288788221970556,16.72179636105947,19.378255945639864,2.933643771827706,2.121071012805588,0.37691918354731097,0.37691918354731097,0,0,5.735739231664726,58368757.1200453,1.0989522700814902,2.9350983489725446,5.3294528521536675,3.536670547147846,66,0.1746031746031746
dominican republic (the),DOM,DOM,americas,caribbean,64,2.264725192686764,114.65600168051785,1.794812898045664,1.1206353476989943,101.43211046964085,0.473544416118848,0.5120256214308769,0.5883088547891747,13092.707105701484,0.08947123164805866,16491.77493420217,12731.916978344474,31830.55689509306,68.73948497094479,2,0.35508576351738136,25349722.994940978,25349723.0455312,12.624983557662052,13.650927487352446,12.418498914396396,13.446880269814503,0.5307167235494881,0.6604095563139932,0.11604139560575948,0.11604139560575948,0.9266211604095564,0.9300341296928328,6.098976109215017,25349728.94772344,0.2593856655290102,2.6676452348053252,1.6843003412969284,1.0273037542662116,62,0.164021164021164
algeria,DZA,DZA,africa,north africa,65,6.414725240283333,8.515012542479084,0.02444448164965303,0.02478282544224459,8.32547861330013,0.2752244491555958,0.10217658435997416,0.894039208325905,429.5856433061236,0.25612183446463166,1215.7883557708208,150350.82433077338,29716.554585728212,68.75221055026772,2,0.07815523156816151,140298.86636396302,140298.8761637213,2.432877466257331,2.2632541730637312,2.774160010207307,2.604514421977591,0.10786972003528145,0.1455685864558492,5.189774261268451e-4,5.189774261268451e-4,0.30580510274084477,0.27898467871026755,1.0229982685962562,140299.9984973704,0.03266799516513671,0.8302873407535367,0.07066087354219072,0.21998627944203064,64,0.1693121693121693
ecuador,ECU,ECU,americas,south america,66,0.7730729484033678,21.123944863208305,0.5127723157725854,0.3522387570196426,147.0186618770276,1.988967682845458,0.6722154954260129,0.8725371068432842,5688.891358749784,0.09455892006118656,12350.06532819178,187712.34112653215,29093.358307821887,72.83910651246379,3,0.2533220802459105,80199456.19406469,80199456.27075692,5.762481324879417,10.081360453484494,6.969899991752235,11.235078359453151,0.30931763075857294,0.5057152753723588,0.20253489888742324,0.24230549557084463,0.3588500173190163,0.3072393488049879,2.896778662971943,80199459.20073357,0.04433668167648078,1.1030707795974248,0.657083477658469,1.1832351922410806,66,0.1746031746031746
egypt,EGY,EGY,africa,north africa,67,6.690615828134821,8.064058241101932,0.3541822657386532,0.24820118020181356,2.246694662661999,0.29528448225233034,0.12277718144101286,1.1586005650785856,8312.384559550488,0.291636431588996,6314.601342487483,15154.151173345765,33786.57955691651,70.24429098052028,2,0.05845249728608118,5181103.332399408,5181103.497392793,2.5635164146089986,2.667600591485719,3.1929142936303836,3.295353724025216,0.3647995007021376,0.548603526291153,0.03076075323903067,0.03174546395805546,0.01724137931034482,0.01653924169137151,0.7673584022468404,5181104.115339715,0.06678108909346232,0.9651164033191962,0.06826337962240599,0.04751131221719457,62,0.164021164021164
eritrea,ERI,ERI,africa,east africa and adjacent islands,68,5.410449722711591,7.406153102970955,1.049508282728156,0.615190242428677,15.932307792956962,0.7311782781622194,0.4488765852993454,0.7727963797912893,245.16178626436988,0.1790409192941976,1460.2858639069946,5821.039514960748,72806.37501337758,55.006720542907715,1,0.2132512893367327,27889398.025974028,27889398.025974028,6.043468626087062,7.42447026657553,6.995807556069129,8.36226930963773,0.00415512465373961,0.01800554016620498,0.02728065070555191,0.03432872341022315,1.6842105263157894,1.6412742382271468,3.39196675900277,27889402.206425153,0.02770083102493074,0.8790688783219316,0.02908587257617728,0.15997229916897507,NA,NA
western sahara*,ESH,ESH,africa,north africa,69,9.428767141025022,1.961713339565425,0.31492370007690307,0.25972985572946433,1.6628839588659452,0.2712698471627075,0.08153474603141725,1.0209486038246476,0,0.16181669600275406,135.41397467166942,82216.30001035739,55723.3828125,64.69247770767812,1,0.01700897624033599,1875531.573216885,1875531.576128093,0.987511962670406,0.8911208151382823,1.771675262155978,1.6745269286754003,0.00262237762237762,0.00699300699300699,9.040442957139064e-4,9.764321963241312e-4,0.0405011655011655,0.0405011655011655,0.14656177156177155,1875532.49286754,0,0.7940088519023293,0,0,NA,NA
spain,ESP,ESP,europe and central asia,central and western europe,70,2.3774304372441057,33.502497725581016,0.3491361842125718,0.31738789576388016,78.0223676021517,0.5634722370157743,0.30740252209818636,0.8192656396190372,13129.972780773507,0.217515766620636,24702.864244785414,37943.856501464856,28648.842848849687,79.65836367447079,3,0.3600009546253679,9722149.073858492,9722149.348079162,11.325037310767351,11.511447419480016,12.537615268163988,12.71853576510154,1.4498440748440748,1.9573804573804576,0.08520665883220539,0.08520665883220539,0.07822245322245322,0.06795738045738045,3.953612266112266,9722152.08032596,0.5582120582120582,2.354955392639906,1.9601091476091477,2.4485446985446986,95,0.25132275132275134
estonia,EST,EST,europe and central asia,central and western europe,71,0.00365055083928286,4.839979497721145,0.06715384887924974,0,136.8926789387618,0.4439057852104003,0.13245918151519864,0.961942393678188,3906.4887106606952,NA,13773.00350912492,31289.65559244636,43059.22654308524,71.25566544350701,1,0.30207691903087197,112689736.14257424,112689736.34059404,7.347373018350721,13.333663366336634,8.994185969965336,14.894059405940594,0.33019853709508884,0.8265412748171369,0.1817636654669383,0.1817636654669383,0,0,3.219435736677116,112689738.77623762,0.5182863113897597,2.733007473289157,0.1974921630094044,1.4117032392894462,64,0.1693121693121693
ethiopia,ETH,ETH,africa,east africa and adjacent islands,72,3.085214383135918,35.40748360416102,0.01355999570742202,0.00769092966632422,60.67987442759989,1.0430006708989361,0.4801914701061397,0.8779313716476446,1159.7594434543637,0.18001533112552884,3921.1954919606,NA,93025.31490555368,50.322800173824,2,0.31194939003023914,1124000.714520712,1124000.7175115896,6.325421792243612,6.121878271272618,7.666954139009724,7.459099745775385,0.00463828832198698,0.01413929827186354,0.00656497656830969,0.02693326707579492,0.3908880077803546,0.36851948829206255,3.7607540959078327,1124005.2216988185,0.00478791052592204,1.3252157711823092,0.8310765317573128,1.4118351163312637,65,0.17195767195767195
finland,FIN,FIN,europe and central asia,central and western europe,73,0.00392178285088059,0.366879805857525,0.0514372538844736,0.03124002648723168,119.3326382624826,0.37373363158441,0.11919283388414516,1.2113098576638657,1605.9841520266843,NA,4597.445780320698,8611.03286301465,31337.41635462212,77.30106056150885,1,0.20157660277889425,13283893.653816417,13283893.648293383,5.7065768954487055,6.141941897713465,5.524124892810912,5.959792334032917,0.9456485495165056,1.0173391130376792,0.116634723944316,0.12057818426880285,0,0,2.0486828942980995,13283894.96984425,0.2943203289985551,1.670635740061634,0.07935978659553185,0,71,0.18783068783068782
fiji,FJI,FJI,asia and the pacific,oceania,74,9.518274856808212e-4,40.33992434333969,4.550578506956709,2.972795248031616,191.80404639849203,0.11917559647850864,0.2536155948867227,0.7417648958083752,0,NA,0,20802.986390199057,35265.3515625,NA,1,0.16712434366147252,456911414.5531915,456911414.5531915,7.84195848196251,35.191489361702125,12.668437745689689,38.90212765957447,0.24864864864864863,0.1891891891891892,0.4422459404577731,0.4778823771456184,0,0,4.556756756756757,456911418.2851064,0.3027027027027027,2.157664956112166,0,4.5027027027027025,NA,NA
falkland islands (the) [malvinas],FLK,FLK,americas,south america,75,0,1.5246732289169254,1.3880330267406644,0.9545455412431196,121.35983540187372,0.07488784018481243,0.13852769005000293,0.29418534511920735,0,NA,NA,195625.6669330019,NA,NA,1,0.06654187775188404,204522252.19047615,204522252.19047615,1.5518688616503262,13.2987012987013,2.380680831733612,14.008658008658008,0,0,0.41441789183034017,0.7073446941604573,0,0,0,204522252.19047615,0,1.137450978231202,0,0.5358851674641149,NA,NA
france,FRA,FRA,europe and central asia,central and western europe,76,0.4315655279411147,35.11153594924331,0.27833027362011714,0.2604831708565257,111.6884877118498,0.5883060855398592,0.14386748222939624,0.6986363793167056,30645.33382644433,NA,69005.93636221939,22343.55547890933,28693.232097931817,79.02457412859414,3,0.49209630243217695,5541298.637995915,5541298.7401354695,16.90536485115901,16.84969358133534,16.052179548007167,15.998709816148802,2.183895655923251,2.84833459092379,0.1098345589954266,0.1098345589954266,0.03869785490999245,0.2008192303546405,4.86213215479142,5541302.37845393,1.0606877223240272,2.6364271436430737,4.8193381481082245,2.954834537027056,77,0.2037037037037037
faroe islands (the),FRO,FRO,europe and central asia,central and western europe,77,0,75.4614220588438,0.8035042442773518,0.8333333134651184,213.09668854744203,0,0,0.4246798027392958,0,NA,NA,2291.1532472309314,NA,NA,1,0.2560022463531871,169538183.2631579,169538182.7368421,12.178809710911342,20.894736842105264,10.778809683663503,19.605263157894736,1.6857142857142855,0.9142857142857144,1.7374891738806453,1.7374891738806453,0,0,4.457142857142857,169538186.97368422,0,3.5270348608493807,0.2,0,NA,NA
micronesia (federated states of),FSM,FSM,asia and the pacific,oceania,78,NA,0,3.535976701312595,2.272677368587918,346.4,0,0,0,0,NA,NA,431.2482159932454,39226.734375,NA,0,0.2623109502924813,238609295.33333337,238609294.2222222,12.852304458618164,25.555555555555557,11.852304458618164,24.666666666666668,1.5,1,3.227304479572922,3.227304479572922,0,0,6.875,238609301,0,0,0,0,NA,NA
gabon,GAB,GAB,africa,central africa,79,0.02818429033203157,6.52845292749476,0.24839290075884887,0.2271929943274697,102.18430738917309,1.9856839521853051,0.4957022373020936,1.0091394201244286,330.0049461599422,0.0791080413189047,64.5549037414609,31918.198348107275,58178.49366560883,61.72766777398824,2,0.11926586021252804,4161790.0445736432,4161790.051033592,2.4157357772384325,2.400516795865633,2.8741475634093696,2.8549741602067185,0.04045307443365695,0.06537216828478964,0.12309973428213064,0.14429469151086086,0.05145631067961165,0.05145631067961165,0.915210355987055,4161791.44250646,0.02588996763754045,1.1217622565123642,0.1087378640776699,0,65,0.17195767195767195
united kingdom of great britain and northern ireland (the),GBR,GBR,europe and central asia,central and western europe,80,0.2032275309122913,10.49023367203738,0.9057223598715752,0.7324689844607359,139.19999244681833,0.32902488875274316,0.09608846650376224,0.7965387480156585,21045.2380805158,NA,55342.29636613579,16824.674015863937,32695.31939492721,77.4182304852651,3,0.4705385663920023,18531811.25662626,18531810.790219847,22.637099990622367,23.39264433942881,19.92912071252734,20.70803369632217,3.7602072538860103,3.3173056994818655,0.19907517525276391,0.19907517525276391,0.2532642487046632,0.7396891191709845,5.443937823834197,18531814.20731457,0.9533678756476685,6.043413398846443,3.461554404145078,1.1258031088082905,74,0.19576719576719576
georgia,GEO,GEO,europe and central asia,eastern europe,81,0.2508871636409728,22.953230036571338,0.02147210329893405,0,119.15027689411691,0.6627010452613307,0.17259400641486816,0.5508371224160314,2089.197882119171,NA,16875.135417107285,597.1841556546251,31594.18611281707,69.43308419648663,1,0.3569968126612167,5878148.726277372,5878148.762773722,9.32786820137708,9.31021897810219,10.057968856103903,10.038321167883211,0.18206770356816104,0.2442817932296432,0.1049856357534826,0.1049856357534826,0.5827996340347666,0.34492223238792313,4.769441903019213,5878153.106751825,0.2268984446477585,2.113093012505895,1.293687099725526,2.484903934126258,NA,NA
guernsey,GGY,GGY,europe and central asia,central and western europe,82,NA,0.4435040056705475,1.174244403839111,1.0194804668426514,126,0,0,0,0,NA,NA,47865.84765625,NA,NA,0,0.8187333643436432,10,10,35.424588203430176,35,34.424588203430176,34,9.5,8.5,2.109814688563347,2.109814688563347,0,0,9,9,0,4.814773976802826,0,0,NA,NA
ghana,GHA,GHA,africa,west africa,83,1.4691252521329436,0.26280108580192213,0.1693496501589754,0.14929396058036187,81.12962404681126,1.674624107398036,0.5295540363485642,1.085412244876422,7185.842611914307,0.1443146637249468,1076.4021301058724,260467.08917625915,62161.05104509198,56.65911165217763,2,0.4037522731408914,0.06398862424457874,0.06398862424457874,8.128951981912675,7.792392463562034,9.026839058556211,8.683967294703164,0.08709562744400995,0.14077497333807323,0.04142403914079627,0.08221904634157978,0.8748666903661572,0.8172769285460363,4.703519374333452,5.315677212939922,0.07109847138286526,2.0406029693732006,0.24635620334162817,0.4952008531816566,62,0.164021164021164
gibraltar,GIB,GIB,europe and central asia,central and western europe,84,NA,16.35924530029297,1.3182178735733032,1.0696461200714111,50,3.8370367292372975e-06,1.235508534591645e-6,0,NA,NA,NA,24070.1171875,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
guinea,GIN,GIN,africa,west africa,85,2.3309886961422315,1.9898228400642035,0.17752333180085994,0.14502254765016748,142.26217668444,1.4568880943371698,0.4474192706670462,0.8294832033743275,1667.5794403316577,0.17311389491910983,1183.4657388087298,321652.9679886123,101168.34260355668,52.08531925491822,1,0.2643475644713921,739237.0664371772,739237.0595524957,5.469157071070894,5.2777969018932875,6.37053676618689,6.177624784853701,0.01825068870523416,0.00964187327823691,0.01968462474377897,0.02643622497543126,0.4965564738292011,0.4628099173553719,3.715909090909091,739241.6034423407,0.04132231404958678,0.9164146096971574,0.25068870523415976,0.3615702479338843,NA,NA
guadeloupe,GLP,GLP,americas,caribbean,86,NA,0,2.190610633956062,1.2356287240982056,282.16598425971137,0.06949617103338182,0.0450450404120933,0.28026293138363045,0,NA,4273.933528019832,75566.68272569444,NA,NA,0,0.4865558296442032,238609296.44444445,238609297,19.159138083457947,30.833333333333332,18.159138023853306,29.944444444444443,3.9375,4.5625,0.3708054674207233,0.3708054674207233,0,0,6.9375,238609300.7222222,0.5,2.288332473486662,2.625,0,NA,NA
gambia (the),GMB,GMB,africa,west africa,87,2.6760083950799087,1.2216842125673764,1.0149088851590022,0.8606694889510322,66.25770902633667,1.4735167875741126,0.6761426808221245,1.0781473239419483,2100.436325683619,0.14997835358371958,1725.7804736475791,4770.147826631191,62650.6259375,55.93790252685547,0,0.4121015268185782,67108864.078125,67108864.078125,10.39911647381321,13.75,13.44623565289282,16.6796875,0.08870967741935484,0.2661290322580645,0.2723320739560516,0.5452576998876236,1.1451612903225807,0.5,5.314516129032258,67108869.609375,0,2.199365028690907,1.2983870967741935,4.064516129032258,66,0.1746031746031746
guinea-bissau,GNB,GNB,africa,west africa,88,2.5465035345180924,13.465299177919851,1.1492748208874344,0.8321523612975199,157.31201579686626,1.3013512858336158,0.5766045111930685,1.0144253656922564,1244.5755712380733,0.1515533405398657,1116.2658789943937,37722.962776798064,97347.74192907124,53.6510009765625,0,0.4259098797504391,27252330.583756343,27252330.583756343,7.087872442059162,8.304568527918782,7.925522953195253,9.137055837563452,0.02056555269922879,0.02056555269922879,0.15041863034399977,0.17572980110904554,0.8534704370179949,0.8020565552699229,3.843187660668381,27252334.992385782,0,2.086554084691413,0.10796915167095116,0.32390745501285345,62,0.164021164021164
equatorial guinea,GNQ,GNQ,africa,central africa,89,0.10428836426601328,7.291854329284268,0.4552559853552249,0.3746987758353114,140.5698070712509,1.9110968606100316,0.4866498784637012,0.8122888611650184,586.9269183767344,0.11240837404046196,14.490935020870756,70417.39276603099,78430.99626903045,53.45635705116467,1,0.13762362391729585,6860970.153354633,6860970.185303515,5.6354459669345465,5.6900958466453675,6.490717362899047,6.527156549520766,0.05769230769230769,0.10256410256410256,0.03700196774373884,0.14547849232782867,0.00641025641025641,0.00641025641025641,2.926282051282051,6860973.795527156,0.05128205128205128,2.4349824703083587,0.08974358974358974,0,62,0.164021164021164
greece,GRC,GRC,europe and central asia,central and western europe,90,1.3385157526549647,93.34433034309164,0.6911933963139385,0.6777513789507824,83.8303965604455,0.5510163022841188,0.2060001648392825,0.8658526915793365,14569.565671631684,NA,19492.165098270416,14363.598273075717,29758.07035229878,78.2570704276988,3,0.4288307309124329,46426243.3353444,46426243.4610357,13.647655551887487,15.784816490698844,13.32237291653073,15.466566113624935,1.1639260020554985,1.5585817060637204,0.2874496271036647,0.2874496271036647,0.04316546762589928,0.03442959917780062,4.5102774922918805,46426247.08345903,0.3329907502569373,3.293916095687576,3.435251798561151,2.694244604316547,64,0.1693121693121693
grenada,GRD,GRD,americas,caribbean,91,NA,26.818072001139324,2.402130889892578,1.2298166751861572,NA,0,0,0,0,NA,0,15986.8228515625,27956.71484375,NA,1,0.6309873402118683,0,0,14.436743927001952,13.8,17.83674373626709,17.2,0.4,3.6,1.3651893850415946,1.3651893850415946,0,0,7.8,8,0,4.8715543985366825,0,0,62,0.164021164021164
greenland,GRL,GRL,americas,north america,92,0,NA,0.10824886719513084,0.08434850286585256,-1,0.02649292774190754,0.04641823603720317,0.6869089929880035,0,NA,0,5245.384274159423,38826.078125,NA,0,3.380251066814578e-5,72859136.0272187,72859136.02732502,0.00795044641871355,4.351557100783601,0.01470447521927734,4.355469788310846,3.5218243049899847e-4,9.905130857784332e-5,0.00205463737717129,0.00896259733297988,0,0,3.851995333582796e-4,72859136.02758019,0,0.00515825207454471,0,0,62,0.164021164021164
guatemala,GTM,GTM,americas,mesoamerica,93,0.7378627777920332,66.42294138353134,0.3024661291497271,0.15974129752665925,280.5349231941321,1.4956227010742984,0.4351719992913353,0.9107027824165472,16421.929876661754,0.09813970305397544,7495.790524049494,21453.711268147144,40708.94988549124,67.14302012968889,3,0.31156480882994153,14553729.647590362,14553729.722891564,9.089967901459058,9.634789156626503,8.765212297258818,9.310993975903614,0.17816527672479152,0.4071266110689917,0.14931724145307154,0.15435694232734964,0.3411675511751327,0.47687642153146326,4.531463229719485,14553734.853915663,0.10310841546626232,1.8496726498719505,1.8309325246398789,0.2441243366186505,63,0.16666666666666666
french guiana,GUF,GUF,americas,south america,94,4.623959879381169e-5,1.1782356931661793,0.37416349400371846,0.36182216941504386,235.32623647937248,2.75118541139139,0.2819643866525729,1.1442412194766536,81.65429495391896,0.11629242523058686,7.532138597177624,203088.9707787037,29107.5634765625,76.98977440693339,1,0.03548687424188336,13161288.966292135,13161288.97650664,0.8204863090991655,1.4678243105209396,1.2062271912129303,1.8243105209397343,0.01952723535457348,0.03186022610483042,0.10905504122853178,0.18544340633515183,0,0,0.3114080164439877,13161289.550561797,0,0.3702185222264552,0,0,NA,NA
guam,GUM,GUM,asia and the pacific,oceania,95,NA,NA,3.4488089879353843,2.1551230748494468,822,0,0,0.11251298855275613,0,NA,NA,1566.1744384765625,23301.759765625,NA,0,0.47907329102357227,5,5,18.96746055285136,18.666666666666668,22.46746079126994,22.166666666666668,6.833333333333333,6.333333333333333,0.4674604957302411,0.4674604957302411,0,0,6.666666666666667,7.166666666666667,0,0,0,3.5,NA,NA
guyana,GUY,GUY,americas,south america,96,0.5193450947286884,4.267237603885781,0.22384445227187913,0.18051280392567284,188.74482534826413,2.624117534267298,0.3080727649258911,1.0418891662257546,1432.137064769298,0.1088977726051903,261.6386873997587,27069.623693199566,42327.66746326321,63.07074302268211,3,0.03997465302379245,1739557.4345889024,1739557.438639125,1.4477055892845794,1.400567031186715,1.5429676072163887,1.4933171324422845,0.01945683015808674,0.01499797324685853,0.09246289406468572,0.08719795618596968,0.11187677340899878,0.11106607215241183,0.674908796108634,1739558.1895504252,0.01945683015808674,0.5169775979838779,0.00851236319416295,0.02553708958248885,65,0.17195767195767195
hong kong (special administrative region china),HKG,HKG,asia and the pacific,north-east asia,97,1.2722216248512268,1.539613320359162,3.549508367265974,1.7603055664471217,167.50042255108173,1.1376825568731874e-5,0.08528440790311313,0.4567212890294642,6.227688852383195e-41,0.05311035497912338,NA,1444331.700892857,NA,NA,0,0.6365637076752526,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
heard island and mcdonald islands,HMD,HMD,asia and the pacific,oceania,98,NA,NA,1.2786448001861572,0.970588207244873,125,0,0,0.3208920242953152,NA,NA,NA,799.2125515407986,NA,NA,NA,0.04541534557938576,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA,NA,NA
