country,GID_0,ISO_3,region,subregion,ID,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
bouvet island,BVT,BVT,americas,south america,37,0,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
botswana,BWA,BWA,africa,southern africa,38,0.07665713630994556,0.005478701547733187,0.01232707848239967,2.981127207373103,2.8153677578413916,2.910238789451646,2.74414463772086,0.01232707848239967,0.023558416655252705,0.0015912751183659772,0.0024835570681919915,1.1972332557183947,1.2387671232876711,0.6276712328767123,294136.32653061225,0.021917808219178082,0.8341932508308594,0.2809204218600192,0
central african republic (the),CAF,CAF,africa,central africa,39,0.12964503115156512,0.0013689253935660506,0.0013689253935660506,3.2437858946391933,3.015605749486653,3.055763663747472,2.8236824093086925,0.004243668720054757,0.0019164955509924709,0.01163718411087229,0.03278675628227785,0.06283367556468172,0.05325119780971937,1.2407939767282683,1.7698836413415469,0,1.0806086693048313,0.842299794661191,0.11594798083504448
canada,CAN,CAN,americas,north america,40,0.033767242544451875,48631467.0908463,48631467.072180375,0.9755312105831537,3.836188040653883,0.8132171584995348,3.674921060421669,0.15197967322351041,0.12213313365528614,0.05263922285017736,0.059859122122115624,0.021155270511396155,0.025742349257650742,0.16072119672213903,48631467.17435368,0.08541284558044053,0.26886470777276955,0.15648084268623064,0.02874017735449023
cocos (keeling) islands (the),CCK,CCK,asia and the pacific,south-east asia,41,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
switzerland,CHE,CHE,europe and central asia,central and western europe,42,0.46795122079370854,1.9655667144906743,2.582496413199426,17.29098311592551,16.932568149210905,18.290983122168175,17.932568149210905,3.265423242467719,4.054519368723099,0.21243506612845625,0.21243506612845625,0.2984218077474892,0.24820659971305595,5.593974175035868,5.499282639885222,1.5839311334289814,2.5333543662703364,1.8378766140602583,1.576757532281205
chile,CHL,CHL,americas,south america,43,0.12521887424672837,82996368.00176476,82996368.03088327,3.8913692253567924,8.468454954557487,4.30003940791053,8.84831906820789,0.09178522257916476,0.17687012391005047,0.07002156198329275,0.11437414320553575,0.3588543101074084,0.33232351051133757,1.6476365305185865,82996369.60328245,0.1666819642037632,1.3612482863426647,0.1265718219366682,0.31610830656264344
china,CHN,CHN,asia and the pacific,north-east asia,44,0.2786222694848737,4073405.477234426,4073405.590752238,7.820905971001767,7.794982162528909,8.551347612017956,8.523305440246295,0.19367594710951605,0.4221517275657659,0.07045718631245457,0.0770462135477246,0.704300092828793,0.5426829713984986,3.9365036437128595,4073409.420519293,0.13718195174364634,1.3501593506923673,1.3285627617662323,1.757482950932308
côte d'ivoire,CIV,CIV,africa,west africa,45,0.397941666737597,0.026295030239284777,0.028924533263213252,7.411240455275487,7.094662108861425,7.703991964447664,7.3836444911911645,0.03497239021824875,0.07651853799631869,0.08839329613437508,0.12950136793605171,0.8225085458848278,0.7959505653431501,4.062582171969498,4.607678148829871,0.02945043386799895,1.7966836137643714,0.5503549829082304,0.23928477517749144
cameroon,CMR,CMR,africa,central africa,46,0.21063882994277766,10574878.449024256,10574878.450848076,6.008881350219949,6.305672077329929,6.192199627412729,6.480758708736094,0.013929618768328446,0.02071114369501466,0.04722644623114119,0.09803006296125362,0.07404692082111437,0.04105571847507331,3.1803519061583576,10574882.229801204,0.0469208211143695,1.649888044452606,0.9891862170087976,0.5196114369501467
