country,GID_0,ISO_3,region,subregion,ID,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
austria,AUT,AUT,europe and central asia,central and western europe,16,0.45453358507179187,0.7356002775850105,0.9090909090909091,13.917949395242621,13.563497571131158,14.949871680705106,14.595419847328245,1.9312977099236641,2.6092990978487163,0.16824525414346198,0.16824525414346198,0.27966689798750866,0.2227619708535739,5.376821651630812,5.473282442748092,1.0659264399722415,2.3055681355664666,2.0548230395558638,2.1956974323386538
azerbaijan,AZE,AZE,europe and central asia,eastern europe,17,0.3698406296730773,135236072.27162367,135236072.1350531,12.433425746755562,19.389984825493173,12.737879187109982,19.6752655538695,0.8404858299595142,0.4574898785425101,0.15681751763073656,0.15681751763073656,0.3821862348178138,0.3497975708502024,5.264777327935223,135236077.12822458,0.3368421052631579,2.4077823190071324,2.6639676113360324,3.230769230769231
burundi,BDI,BDI,africa,central africa,18,0.5255739197441159,137219402.4600639,137219402.4600639,14.34888557036989,21.53993610223642,14.531090449961379,21.712460063897762,0.07849829351535836,0.034129692832764506,0.06656919366450459,0.0337570166614696,0.4778156996587031,0.4880546075085324,7.09556313993174,137219409.571885,0,6.261838555234284,0.33447098976109213,0.04778156996587031
belgium,BEL,BEL,europe and central asia,central and western europe,19,0.6522989832130927,6.392857142857143,5.660714285714286,28.274622758797236,27.989285714285714,25.804979925496237,25.519642857142856,7.291071428571429,6.935714285714286,1.1088439368255162e-4,1.1088439368255162e-4,0.0035714285714285713,0.10714285714285714,7.060714285714286,7.1875,1.8857142857142857,3.265583422088197,2.375,0.7625
benin,BEN,BEN,africa,west africa,20,0.3955878374054809,0.014619883040935672,0.03654970760233918,5.7330797352986025,5.420321637426901,8.016695674094889,7.701023391812866,0.02046783625730994,0.062134502923976605,0.009727909805608052,0.029454960051448882,0.021198830409356724,0.01023391812865497,3.9232456140350878,4.6608187134502925,0.08187134502923976,1.636363533287369,0.025584795321637425,1.4992690058479532
"bonaire, sint eustatius and saba",BES,BES,americas,caribbean,21,0.2721310518682003,0,0,9.766542315483093,9.25,9.766542315483093,9.25,0,0,1.5067280530929565,1.5067280530929565,0,0,5,5,0,3.2598143219947815,0,0
burkina faso,BFA,BFA,africa,west africa,22,0.3904970979562958,0.0030553009471432934,0.012221203788573174,6.442206308086313,6.120073327222731,10.76943554253233,10.447296058661777,0.007027192178429576,0.02474793767186068,0.0052083062027379135,0.005214798087471712,0.40238313473877174,0.21081576535288726,4.098686220592729,4.875649251451268,0.05866177818515124,1.8671843924090434,0,3.7149404216315305
bangladesh,BGD,BGD,asia and the pacific,south asia,23,0.6737895525864821,87158299.25930102,87158299.24239008,17.709500099881414,21.861330326944756,18.585528962620558,22.701803833145433,0.2802585193889542,0.2925969447708578,0.34116332042600006,0.34116399105362966,0.00763807285546416,0.006462984723854289,8.72385428907168,87158308.01465614,0.3525264394829612,2.892426158090316,4.976498237367802,5.321974148061105
bulgaria,BGR,BGR,europe and central asia,central and western europe,24,0.47781773196943733,3639803.036158192,3639803.0079096043,13.263471430145419,13.12824858757062,12.630194689233086,12.496045197740113,0.6632710809281268,0.6802490096208262,0.0522006740084952,0.0522006740084952,0.1420486700622524,0.15280135823429541,5.208828522920204,3639807.7491525426,0.5840407470288624,2.7805973268121935,3.5891341256366722,3.2009054895302773
bahrain,BHR,BHR,asia and the pacific,western asia,25,0.6520442598395877,644245099.4,644245100.4,30.282172884259904,59.3,33.13931574140276,61.3,8.428571428571429,9,1.1781402890171324,1.1781402890171324,0,0,8,644245100.6,0,5.532603434153965,0,0
bahamas (the),BHS,BHS,americas,caribbean,26,0.10986493416571405,337806416.9325843,337806416.8764045,8.088850588779508,26.685393258426966,6.291362281896096,25.168539325842698,0.44,0.48,0.9496894953125714,0.9788678202059358,0,0,1.6666666666666667,337806418.03932583,0,2.1858278022209805,2.38,0.4666666666666667
bosnia and herzegovina,BIH,BIH,europe and central asia,central and western europe,27,0.4030869195166116,0.02403846153846154,0.37259615384615385,11.199971247177858,10.842548076923077,11.864634733360548,11.507211538461538,0.21394230769230768,1.125,0.13256856807822934,0.13256856807822934,0.11658653846153846,0.16105769230769232,5.615384615384615,5.993990384615385,0.625,2.0662007791778216,2.40625,1.3882211538461537
saint barthélemy,BLM,BLM,americas,caribbean,28,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
belarus,BLR,BLR,europe and central asia,eastern europe,29,0.4944623373781217,1061009.9051383398,1061009.9174901186,10.287308576197773,10.00098814229249,11.538332457419852,11.25098814229249,0.472071181413742,0.5096391497775581,0.11961570901000237,0.12447053938308193,0.04597132970835393,0.01828966880869995,4.575135936727632,1061014.097826087,0.5358378645575878,2.6558293020348116,1.685121107266436,3.0916955017301038
belize,BLZ,BLZ,americas,mesoamerica,30,0.16993834978590408,40064993.47014926,40064993.43283582,5.9214999938645745,7.902985074626866,4.697165400356394,6.701492537313433,0.030418250950570342,0.09885931558935361,0.19403164109073134,0.19403164109073134,0,0.0038022813688212928,2.55893536121673,40064996.38059702,0,1.1837421331568816,1.9163498098859315,0.21292775665399238
bermuda,BMU,BMU,americas,caribbean,31,0.5465041697025299,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
bolivia (plurinational state of),BOL,BOL,americas,south america,32,0.14219894721453166,5999916.582043343,5999916.576757533,3.3482457781073958,3.4525409650381333,4.0237822582189775,4.118326663142793,0.03960321066182038,0.036877177040739055,0.05914615895914107,0.10148560953473652,0.7611691655308194,0.7237619263970922,1.2177040739058005,5999918.00807974,0.04361653793730123,1.109484294738875,0.0932909283658943,0.5353627139179161
brazil,BRA,BRA,americas,south america,33,0.15649821705736547,8408150.457117127,8408150.487069556,3.9762662460972162,4.267349895264384,5.24672882135076,5.525880464360525,0.12455533499734675,0.20799512588195987,0.09275217609820866,0.1184868555245253,0.4671881448870895,0.3089660187496315,1.7327784438198934,8408152.31623304,0.0598258682022759,0.9393502425511714,0.48316660442994436,1.5623120614767791
barbados,BRB,BRB,americas,caribbean,34,0.7724406321843466,5,6.666666666666667,31.140915552775066,30.666666666666668,31.80758221944173,31.333333333333332,6.833333333333333,8.166666666666666,0.8075821430732807,0.8075821430732807,0,0,9,9,0,6,3.5,1.1666666666666667
brunei darussalam,BRN,BRN,asia and the pacific,south-east asia,35,0.18477129633174627,0.46875,0.78125,8.393550708889961,8.03125,8.627925742417574,8.265625,0.6875,1.25,0.22818256447737895,0.22818256447737895,0,0,3.9375,4.171875,0,1.5403681336902082,1.53125,0.65625
bhutan,BTN,BTN,asia and the pacific,south asia,36,0.15355157817774298,0,0.019646365422396856,6.300816680687116,6.017681728880157,7.338656788022204,7.045186640471512,0.025540275049115914,0.043222003929273084,0.08277934078827268,0.1599121739078267,0.22593320235756384,0.21414538310412573,4.520628683693516,5.12573673870334,0,1.2671532685958098,0.1787819253438114,0.5088408644400786
