country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
jordan,JOR,JOR,asia and the pacific,western asia,115,6.512316172565647,21.08064941083329,1.102246233705198,1.3625229433711106,0.2173615327038237,0.17178974133810404,0.12439573529206854,9.782228984825815,0.4016504856221979,0.13349628570388,1.1272869833949006,1086.2328156995056,0.08891013208372466,2552.1665172319804,59.66259560218224,0.00169774539219266,0.02634799803084857,23674.18603149719,71.54315240813929,0.14306309388329586,2,10100,0.1464524624487346,0.2581182348043297,0.4746044962531224,5.246095183886259,4.931723563696919,6.362664704045884,6.048293089092423,0.4462947543713572,0.7760199833472107,1.438011081408392e-4,1.438011081408392e-4,0.06328059950041633,0.06244796003330558,2.2273105745212325,2.8626144879267277,0.16652789342214822,1.9445358952018839,0.1398834304746045,0.07577019150707744
japan,JPN,JPN,asia and the pacific,north-east asia,116,0.05087188483363275,30.00325514873296,12.839775477354433,13.427209178549758,0.47733819728522553,2.097297167563319,1.2132685700884172,177.2738055397117,0.4605508784315572,0.29169986222651145,0.8864096385578681,13309.033499849596,NA,42619.23936586447,125226.87150638735,0.02237384026098975,0.32675446115650303,27241.408699645777,81.10563672962034,0.06495300010300992,3,11100,0.4628653060433278,32513891.73367384,32513891.6369938,17.644680771701402,19.06493980299161,18.186262546887903,19.598321780372128,2.9855528801629934,3.0887201333580294,0.2772767639021466,0.2772767639021466,3.704389701796629e-4,3.704389701796629e-4,5.985923319133173,32513895.337468076,1.1616966104834228,4.675238765976256,0.39155399147990366,1.0877940359325802
kazakhstan,KAZ,KAZ,europe and central asia,central asia,117,1.2363927349807284,2.588709862501265,0.6541467269531247,0.8025759776627079,0.4082060825563137,0,0,81.74362977054928,0.4585309609397381,0.2944052798689809,0.5404287041558944,555.8414084781718,0.1252021181908099,1422.736127973006,NA,8.931486274195271e-4,0.01422025398314082,43724.71306380567,65.4557353094418,0.22227741026449388,2,10100,0.16707959174753695,39162464.19509633,39162464.20350022,6.155408532465901,8.056747273987856,6.522575313404632,8.417085110406118,0.09991654005007597,0.097220141667915,0.020547316075962465,0.021645914916403507,1.9625072224956666,1.8574546855271887,1.2683558389864966,39162465.34905561,0.09381754370947377,1.8009144260734145,0.8701876778873933,1.3892443664533802
kenya,KEN,KEN,africa,east africa and adjacent islands,118,2.9280195561005486,12.802182947195256,2.325416064849537,2.6597338557113113,1.1805786879252629,0.23508516697221643,0.1370416778283431,45.34390910492111,1.440857131832865,0.5623164545977714,1.0259803567645334,1985.2715514605256,0.1823859214496069,3310.42747349402,6785.08848639666,0.00291650175368555,0.04696498719292621,67813.753014303,55.60418109707594,0.09038051794302895,3,10101,0.25750946861307,47527302.64502039,47527302.64356436,6.005221841375506,8.475538730343622,6.9248276666506925,9.371723937099592,0.016229898749255508,0.03052412150089339,0.019343655501544845,0.03900904213584647,1.0735556879094699,0.9871947587849911,2.452203692674211,47527305.62085032,0.052412150089338895,1.8828406724202413,0.49821322215604524,0.8703097081596188
kyrgyzstan,KGZ,KGZ,europe and central asia,central asia,119,0.8455885938152217,17.148821204443063,0.5767118129269442,0.5602467153149269,0.5045129451062017,0,0,110.93514453912962,0.5409562770008153,0.2022407755477744,0.4931873122280948,2772.2370312530693,0.10480455176852574,5282.233887019715,NA,0.00433216804085102,0.06961650176570265,34991.89451479997,65.93642364986358,0.21676614819740764,2,10100,0.18932584262488658,70956699.81081957,70956699.77842565,7.021704077281345,10.733074182053773,7.424049172639048,11.122125040492387,0.16984924623115577,0.13366834170854272,0.009579593538871254,0.009579630637996812,1.2609715242881072,1.1845896147403685,3.116247906197655,70956702.8069323,0.024120603015075376,1.5839837990014796,0.783249581239531,1.27571189279732
cambodia,KHM,KHM,asia and the pacific,south-east asia,120,2.3784075751900673,4.813245371305149,12.456784459832855,12.968507894802006,1.1250606807224697,0.6852173244603834,0.3785822331547792,127.42317638036344,1.550833890531795,1.2972681275964983,0.6624019676250812,2379.219908488007,0.18293246214013936,2018.8313854839555,420834.873233227,0.00320746531629402,0.05229659154515297,55439.26669574873,57.873049436321885,0.09043966206014432,2,10001,0.2961969818451411,1981987.6769727734,1981987.7046608215,8.581066149968748,8.390862944162437,9.036341942912161,8.84033225657591,0.005080831408775982,0.03094688221709007,0.04424867872460963,0.09675311448579856,0.016166281755196306,0.022170900692840646,3.57459584295612,1981991.936778957,0.06651270207852195,1.7479029213721426,3.1265588914549656,2.7806004618937643
kiribati,KIR,KIR,asia and the pacific,oceania,121,NA,NA,NA,NA,0.00435870903759048,2.7510662262256327,1.956287457392766,90.77777777777776,0,0,0,0,NA,NA,31420.8115433913,NA,NA,58915.12109375,NA,0.10063610970973969,0,0,0.09806988385613434,660764199.3846154,660764199.3846154,2,50.46153846153846,2.875,51,0,0,0,0,0,0,2.5555555555555554,660764201.6923077,0,0,0,0
saint kitts and nevis,KNA,KNA,americas,caribbean,122,NA,NA,NA,NA,0.1189579963684082,2.1969884634017944,1.232721745967865,196.5,0,0,0,0,NA,0,12055.7470703125,0,0,33162.125,NA,NA,0,0,0.5543692857027054,1073741824,1073741824,8.072127342224121,68,8.072127342224121,68,0,0,0.21962937712669373,0.21962937712669373,0,0,7,1073741827.5,0,0.8524976372718811,0,0
korea (the republic of),KOR,KOR,asia and the pacific,north-east asia,123,0.06661159567377084,9.213980524761997,5.81549311216467,6.320619174547244,0.462754464313553,1.0531990735518053,1.308171150250043,120.31550476643412,0.4695215743901918,0.2848045327868272,0.5587513034512895,15741.5882141212,NA,55504.420983694574,93873.2596651689,0.02704491893875187,0.4168453860640079,23478.090762467335,76.10926368213265,0.09668035796242402,2,10100,0.5585779277349098,55025553.037396125,55025553.26592798,17.494396416108998,19.967451523545705,17.503635930777783,19.97645429362881,4.1023454157782515,4.526652452025586,0.3451280959635584,0.3451280959635584,0,0,6.752665245202559,55025556.94459834,0.5287846481876333,2.538038725622512,0.6616915422885572,0.1890547263681592
kuwait,KWT,KWT,asia and the pacific,western asia,124,6.624551043046259,0.44520267544062114,0.0414193575199303,0.07303527301262788,0.25834206718743613,1.2301822318718,0.6394729776554856,3.300003669572913,0.41876591283227926,0.2660592051933872,0.9299418489360228,1036.5763323748554,0.16395316869020465,11668.1672572913,12545.370791274889,0.00300482796354039,0.04294171141790473,18762.517992424244,76.56317752986759,0.19284147375535757,1,100,0.4074960844270114,138250022.61802575,138250022.83261803,13.20280114554484,20.326180257510728,13.523902057507716,20.626609442060087,3.761467889908257,3.793577981651376,0.10013426451181776,0.10013426451181776,0.03211009174311927,0.045871559633027525,4.729357798165138,138250024.7253219,0,2.056795338698483,0,0
lao people's democratic republic (the),LAO,LAO,asia and the pacific,south-east asia,125,1.8385953354441376,58.5340677283187,10.71400100904106,11.734732691453925,1.5651075457646684,0.12516166673800988,0.07074736757481184,147.4608914715544,1.9782699357436704,1.2020714977923093,0.6028166945139847,1204.535502167314,0.0845910537068754,1135.6400226218132,31290.814453125,0.00162176742850992,0.02639691875759199,65204.507174044375,59.3819510997913,0.04368450455563977,3,10101,0.19747654386651767,0.007029876977152899,0.02460456942003515,5.986686034738913,5.663620386643234,6.78300773966501,6.460105448154657,0.014411247803163444,0.03690685413005272,0.15366732492211363,0.16932118641587146,0.00421792618629174,0.00421792618629174,3.404920913884007,3.9437609841827768,0,1.8660591437024685,0.5363796133567662,0.7381370826010545
lebanon,LBN,LBN,asia and the pacific,western asia,126,2.0060458233306457,111.14279823317813,4.065986633509189,4.878712772072612,0.466902411916629,0.6045562475855626,0.4968187574468546,77.639274519317,0.6379113312092146,0.2966049992027594,0.7300580671044434,18147.98034564167,0.0884546705267646,26079.297390220905,1212.8501144755971,0.02600484138338601,0.4040624123997986,27147.017710990647,70.87900924682617,0.1118022300405045,2,10100,0.4691034814938396,43826198.12244898,43826199.00680272,17.601194341977436,19.714285714285715,21.649805436531704,23.68027210884354,2.8194444444444446,3.8472222222222223,0.00429948508402352,0.00429948508402352,0.027777777777777776,0.027777777777777776,6.534722222222222,43826203.99319728,0.3888888888888889,5.263561493613654,1.3125,2.7222222222222223
liberia,LBR,LBR,africa,west africa,127,1.241636957753648,0.4185329829404973,20.165077877725267,18.599802767985853,1.4107385965819472,0.7313998667456316,0.6291792969049599,157.6564048406378,1.7575503787116749,0.8347432653472239,0.90506264113478,1058.021169344322,0.1293645724852703,269.3309020127103,22937.940588852456,0.0013148754803478,0.02165850020853527,96229.97114158164,51.161559848734626,0.08163802443383746,2,101,0.17228640409163323,1905486.8216503994,1905486.8216503994,4.982014813177539,4.883762200532387,5.3949538530719,5.2812777284826975,0,0.012433392539964476,0.05544946243265147,0.12202971445688104,0,0,3.0905861456483126,1905490.8642413488,0.12078152753108348,1.0935280506977179,0.6216696269982238,0
libya,LBY,LBY,africa,north africa,128,6.658893473640092,6.201182080356412,0.47098747137707464,0.5779443068134817,0.09280307755300098,0.05374268688889239,0.05691749242252396,3.876840071223428,0.21061994610471496,0.08030912305259119,1.0262065309416588,112.0188883857012,0.16071022918682923,216.0967644538634,33558.08125711524,1.669729343278861e-4,0.00267848700311163,23753.755713613904,70.66030617562856,0.11034174829579496,2,10100,0.04677156387796416,405109.2125070741,405109.2304282211,1.84134109178804,1.651197887191096,2.003935430025998,1.8137615544236936,0.09221698113207547,0.12419811320754717,0.0022641102877539523,0.0022641102877539523,0.22037735849056603,0.21787735849056603,0.40122641509433965,405109.67458970007,7.547169811320754e-4,1.0672845286904078,0.002971698113207547,0.002971698113207547
saint lucia,LCA,LCA,americas,caribbean,129,NA,54.90932006835938,12.798798942565918,11.070760917663574,0.15846516404833114,2.263842991420201,1.2356287240982056,NA,0,0,0.07097382407534626,0,NA,0,165996.4252232143,0,0,27075.732421875,NA,0.11623288691043854,1,10000,0.46268652592386517,1.4285714285714286,1.4285714285714286,15.470918382917132,15,17.756632804870605,17.285714285714285,1.4285714285714286,3.7142857142857144,0.8146558041418237,0.8146558041418237,0,0,7,8,0,2.799119791814259,2,1
liechtenstein,LIE,LIE,europe and central asia,central and western europe,130,0.00252640821660558,95.66697947184244,18.699138641357425,18.13364919026693,0.5609200596809387,0,0,134.00016276041666,0.582826554775238,0.04504618669549624,0.4521424372990926,0,NA,NA,NA,NA,NA,NA,NA,NA,1,10000,0.6841801802317301,6.666666666666667,6.666666666666667,25.116796175638836,24.666666666666668,27.116796175638836,26.666666666666668,6,5.666666666666667,0.48914052623634535,0.48914052623634535,0.3333333333333333,0,7,7.333333333333333,2.6666666666666665,1.9609891672929127,0,2.3333333333333335
sri lanka,LKA,LKA,asia and the pacific,south asia,131,1.0799987340015282,1.219827578293668,7.712366369452689,7.865394418633829,0.7525902415379154,2.3343217308468653,1.3170555851594032,106.12721787007648,1.063046376944966,0.8542456553611542,0.8749825930842602,10230.807375770964,0.27271781926902827,7632.528084619064,48208.403298149875,0.01363833655347077,0.22272608243406977,30632.396484375,NA,0.05073800683021545,1,100,0.38163716349644594,24842355.99228792,24842356.05655527,14.18546075721711,15.217223650385604,12.842157760739171,13.889460154241645,0.5656697009102731,0.9219765929778934,0.14507517665109576,0.14507517665109576,0.010403120936280884,0.011703511053315995,6.671001300390117,24842362.787917737,0.37451235370611186,3.609956462105787,2.639791937581274,0.5006501950585176
lesotho,LSO,LSO,africa,southern africa,132,0.21557758814518815,34.76649370643403,0.6128376645123987,0.7354543276546076,0.6874264034174257,0,0,96.5744834696698,0.8539904851024434,0.25861731828269313,0.476438937406563,770.5019114034874,0.14336324243222254,6585.9902725035,NA,0.00188443531696887,0.02858201877414711,89612.50185381356,48.37108949194809,0.1841203810299857,1,10000,0.3774229804410196,0,0.048426150121065374,8.54701968255401,8.2590799031477,8.792675489374858,8.50363196125908,0.031476997578692496,0.07263922518159806,0.036154137348226825,0.04210049256816253,2.0387409200968523,2.043583535108959,5.079903147699758,5.276029055690072,0,1.3098970435144826,0.05084745762711865,0
lithuania,LTU,LTU,europe and central asia,central and western europe,133,0.00815976902815282,11.17020152591899,6.703764476782426,7.643608096998264,0.5830605488660736,0.01874785985009034,0,110.7521311767854,0.5571157287112806,0.10627515773129756,0.6635547199035594,13273.552706254584,NA,30591.416434837724,116027.71048828126,0.0204905465527325,0.32705550741606126,38527.24487617925,72.02948633733786,0.173530657617551,2,10100,0.4944536762314881,0.1657874905802562,0.2185380557648832,9.91134597272377,9.582516955538809,12.08843715710126,11.759608138658628,0.3858327053504145,0.5388093443858327,0.10190157235111644,0.10190157235111644,0.009796533534287867,0.007535795026375283,4.6473247927656365,4.648078372268274,0.6088922381311228,3.05285058391211,0.9389600602863603,2.9118311981914093
luxembourg,LUX,LUX,europe and central asia,central and western europe,134,0.04603035645369364,17.302982523733256,10.1092177410515,10.967612013524892,0.5463444383776918,0,0,109.85173159229512,0.5541313278431795,0.07377294671474671,0.5219189293530523,9112.376674107143,NA,116680.36356026786,NA,0.02790239032319918,0.4156082626812312,29570.088368941328,77.55750274658203,0.07667529795851026,2,10100,0.6243005723369365,3.061224489795918,2.857142857142857,23.121337287280024,22.775510204081634,19.121337316474136,18.775510204081634,5.551020408163265,5.551020408163265,0.05312811557035145,0.05312811557035145,0,0.3673469387755102,5.938775510204081,6.346938775510204,1.3061224489795917,2.496780631493549,4.714285714285714,0.14285714285714285
latvia,LVA,LVA,europe and central asia,central and western europe,135,0.00270201860251533,0.12913795051197818,7.210921395517957,7.985060770758116,0.560228287194052,0.05359629266677852,0,111.48222424637407,0.5287566773678863,0.1058277729077168,1.025894321960203,4378.086129994227,NA,12964.384280544116,92110.24635301463,0.00722872444518339,0.11451460882328213,44008.2020056652,69.04282887218989,0.1846283275386061,1,100,0.3367506371787545,4705954.064280497,4705954.137326515,8.376790202292307,8.26880934989043,8.890699428834818,8.781592403214026,0.26061493411420206,0.39824304538799415,0.13314444766271064,0.13314444766271064,0.03513909224011713,0.034407027818448024,3.507320644216691,4705957.313367422,0.6793557833089312,2.6374964229053495,0.9992679355783309,1.4297218155197657
macao (special adminstrative region china,MAC,MAC,asia and the pacific,north-east asia,136,NA,11.583406448364258,11.89654541015625,14.746931076049805,0.6877302527427673,3.5729973316192627,1.8083325624465945,NA,0,0,0.2689584195613861,6.19934440617299e-42,0.04759396612644195,NA,2813833.75,NA,NA,NA,NA,0.19877134263515472,0,0,0.9060840010643005,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
saint martin (french part),MAF,MAF,americas,caribbean,137,NA,NA,NA,NA,0.12828998267650604,2.1848714351654053,1.2298147678375244,NA,0,0,0,0,NA,0,27370.552734375,0,0,NA,NA,0.0629580169916153,0,0,0.5021931330362955,715827886,715827886,26.467416763305664,60,25.467416763305664,59.333333333333336,8.5,7.5,1.7885305881500244,1.7885305881500244,0,0,9,715827888.6666666,0,2.1788859963417053,0,0
morocco,MAR,MAR,africa,north africa,138,5.584706734970804,34.43013844039314,0.7172628575789668,1.0018399324813554,0.4065072855352307,0.31090186887396254,0.28037715477684183,33.868651098111464,0.5317554005414682,0.2107128754927532,0.8483777011482078,3275.6805738451485,0.2305869227086858,9871.364864276944,156631.7660124373,0.00543285962444261,0.08601715593525067,35971.340775970166,66.19329591621525,0.2235032198993264,2,10100,0.2501527500983236,377679.2328526205,377679.28209637705,7.601800878166419,7.308652831516004,9.328801756122182,9.035349982412944,0.14599824098504838,0.27352682497801234,0.007873038081356134,0.007873038081356134,1.006684256816183,0.8758135444151275,4.163588390501319,377683.7455153007,0.08161829375549692,1.8769533616519332,0.23641160949868073,1.4849604221635884
monaco,MCO,MCO,europe and central asia,central and western europe,139,0.8272200226783752,176.93348693847656,5.895142078399658,7.814170598983765,0.24189122766256332,0.9773401021957396,0.6930226683616638,NA,0.120686462149024,0.1364983730018139,0,NA,NA,NA,1713.7250366210938,NA,NA,NA,NA,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
moldova (the republic of),MDA,MDA,europe and central asia,eastern europe,140,1.0912816485415848,18.00622810556144,1.4405808629771004,2.153979999348392,0.6144654796197753,0.02112693918564683,0.01706503047029329,103.08259215569412,0.6193100786332854,0.17666762317031312,0.5810187030003557,10946.938303277566,NA,30682.049358645112,NA,0.01766834838741223,0.2803028645541738,40124.516686040224,66.29903199350957,0.14694516987227238,2,10100,0.6745995649328678,2121476060.5674741,2121476060.5674741,16.07608331952776,126.63840830449827,16.647511754717147,126.64532871972318,1.1428571428571428,0,3.6116360255650113,3.6116360255650113,0,0,5.428571428571429,2121476060.629758,0,0.8930190290723529,5,7
madagascar,MDG,MDG,africa,east africa and adjacent islands,141,0.801303542431569,12.279953872574144,10.004474995914888,10.360693673968102,0.41094667030004367,1.5643427500924847,0.8767249437405519,129.60160936062215,0.6325694546019853,0.5491928453310736,0.7180025184519335,1142.5419929150305,0.21001740863358945,1946.1196116340727,69059.30642323074,0.00166796004470368,0.02683661247994719,67253.796875,58.07229481794375,0.09257056564092636,2,10100,0.21724206191402137,7313321.239613132,7313321.239613132,6.7583341069026615,6.842800708350361,7.3376680400249015,7.41601961585615,0.004373974849644614,0.008611262985237835,0.0187836673958656,0.03838551302494919,1.0241935483870968,1.0557681793329687,3.0061509021323127,7313325,0.02077638053581192,2.4354225130086715,0.24589939857845816,0
maldives,MDV,MDV,asia and the pacific,south asia,142,NA,NA,NA,NA,0.02708149381214752,3.135905370116234,1.5632438734173777,169,0,0,0,NA,NA,NA,90107.1788330078,NA,NA,25551.080078125,NA,0.10731110721826552,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
mexico,MEX,MEX,americas,mesoamerica,143,4.469275238376382,49.62013864704954,3.0951135052365495,2.552019045267399,0.7715951780100159,0.4935691787309791,0.36757983318725734,63.24138565380614,1.0014679515578764,0.1910285975654839,0.842750135491141,5105.578128247815,0.1145183221467712,7194.362977753437,108852.4830087167,0.00723290150654737,0.1084213790362722,25860.521161031695,74.06199454596542,0.1408231935939309,3,10101,0.2574509526325885,7560049.884946194,7560049.9073488815,7.393095251060714,7.503180381645797,7.212186056308872,7.32271872624715,0.3919868320687302,0.4855674655746919,0.060072918701559806,0.06126657853073601,0.7836123489501786,0.8165723232566542,3.1673290778433496,7560052.970476457,0.1657232325665422,1.9076740754902628,0.6778272913404794,0.1787305793086836
marshall islands (the),MHL,MHL,asia and the pacific,oceania,144,NA,NA,NA,NA,0.00740644987672567,3.376309394836426,2.3151378631591797,NA,0,0,0,NA,NA,NA,67.32630920410156,NA,NA,NA,NA,NA,NA,NA,0.027347400784492493,0,0,NA,128,NA,128,0,0,0,0,NA,NA,1,1,0,0,0,0
north macedonia,MKD,MKD,europe and central asia,central and western europe,145,0.8610473326735646,27.488526177507467,3.007456606346385,3.3050858148862425,0.6484004632611188,0.08535103734085922,0.08939052613153496,80.32760279483645,0.7671528729384002,0.19230850854056933,1.0578124789282797,5908.340997302518,NA,16510.98308985284,NA,0.0096449421287113,0.15310838434874932,33969.44884138381,72.96654723318,0.17191612378112953,2,10100,0.4117681400885,0.3394255874673629,0.36553524804177545,12.82848901529225,12.493472584856397,11.97731407558638,11.642297650130548,0.6684073107049608,0.7519582245430809,0.05138489330992089,0.05138489330992089,0.22715404699738903,0.3472584856396867,4.900783289817232,4.7702349869451695,0.6892950391644909,2.5160075370854558,3.436031331592689,2.485639686684073
mali,MLI,MLI,africa,west africa,146,5.391657711356864,0.8280846813532912,1.3213061243371558,1.5768213345739346,0.4139787862865542,0,0,14.285439030175986,0.5859508306764688,0.24342556802837576,0.9448714807578132,195.4070396363695,0.19825577478433293,334.80246350717783,NA,2.85304453864099e-4,0.00458996858283104,114171.41113656633,50.57755066550231,0.06290021234332906,1,10000,0.16164208652690507,0.001303016483158512,0.0032575412078962797,2.8607816223143225,2.6906638868981694,3.9281332900981747,3.757508632484201,0.001954524724737768,0.006449931591634634,0.001572490956170807,0.006444516955527274,0.6677959476187374,0.4820509479444915,1.2937650661280866,1.5641409863834776,0.009902925272004691,0.855756142833146,0.028731513453645188,1.0001303016483158
malta,MLT,MLT,europe and central asia,central and western europe,147,NA,5.1223578453063965,5.1223578453063965,3.4896209239959717,0.10765654469529788,0.9232358435789744,0.7898836135864258,39.16665522257487,0,0,0.1658307301804598,0,NA,NA,67076.34505208333,NA,NA,26102.3203125,NA,0.06309200078248978,0,0,0.7945308188597361,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
myanmar,MMR,MMR,asia and the pacific,south-east asia,148,1.754161384872762,27.03331879202916,10.488435188646022,11.30370108054947,1.268329132643279,0.6762286473884748,0.48259285118663714,176.3660370605601,1.6414614179091505,1.069814335201428,0.5341008630050249,4786.952159593824,0.1545617912613364,2364.5572425657774,889571.5991435125,0.00607144984710016,0.09956407008175427,61069.15026639467,59.70633192030452,0.06262433313862335,3,10101,0.27618641361474794,31286482.583711486,31286482.58968235,7.873434738204968,9.29006448531168,8.869006594973396,10.269644136613326,0.022055259331071254,0.028356761997091615,0.17887896111963048,0.18147941598737924,0,0,4.213281628696073,31286487.119058993,0.08240426563257393,1.9497666499291701,1.4149297140087251,1.9943044110518662
montenegro,MNE,MNE,europe and central asia,central and western europe,149,0.01713440625025029,121.0757010229505,11.622731826626335,12.947716153584992,0.5995269157875206,0.5653426951565449,0.4811689996323879,125.86371196728749,0.6640620434409615,0.24182897181101637,0.8211186722988257,8721.981259125976,NA,943.3346811780608,1539.2114817781269,0.0108830988047332,0.1797721251912702,31497.186139292065,NA,0.28295850938274747,2,10100,0.3118760298507718,0.14218009478672985,0.2843601895734597,11.547182079740045,11.19431279620853,10.395523306882778,10.042654028436019,0.3791469194312796,0.6350710900473934,0.0886643214820203,0.0886643214820203,0.023696682464454975,0.05687203791469194,5.004739336492891,5.014218009478673,0.3412322274881517,2.0509348152938047,3.5165876777251186,1.9241706161137442
mongolia,MNG,MNG,asia and the pacific,north-east asia,150,2.338795587790652,1.1115487887705802,0.13966713009704887,0.11254831714565013,0.4024256856580696,0,0,121.69463630617796,0.4284829315816039,0.2676508723211516,0.8237276759697151,12.299905695054724,0.16433551241359204,316.66596051109457,NA,6.085218686505507e-5,8.817116873724491e-4,43676.64563207959,62.352110766601335,0.2240334460273523,1,10000,0.06411420452279834,0.0022541984446030733,0.003005597926137431,3.5262413730911826,3.2677236352706918,3.8939023663967913,3.635120411766916,0.0035315775632114815,0.006424465567118759,0.005954008344328841,0.007608314585965399,1.718600894165383,1.5803433895630612,0.4721794341961904,0.4775895104632378,0.022842544238644475,1.269845923575487,0.031032798587368973,0.5262426268925875
northern mariana islands (the),MNP,MNP,asia and the pacific,oceania,151,NA,NA,4.799999878741801e-4,4.799999878741801e-4,0.02407213929109275,3.22902911901474,2.1389617919921875,NA,0,0,0,0,NA,NA,3481.005615234375,NA,NA,23726.912109375,NA,0.1048961579799652,0,0,0.6290431320667267,2.5,2.5,10.341397762298584,9.75,16.341397762298584,15.75,2.5,2.25,1.3413979411125183,1.3413979411125183,0,0,4,5,0,0,0,5.25
mozambique,MOZ,MOZ,africa,southern africa,152,1.2447512459896763,2.6968731870494276,4.690957715226669,5.218146321743569,1.1656500918339978,0.8187462179116772,0.430736891803254,67.0470053761351,1.4452547953114514,0.3800346770534558,0.6139526938725072,625.6362915377268,0.13645209271937891,984.74543315734,11515.793453342829,9.105856064493854e-4,0.01468268818192094,103700.30386523802,49.94947472574499,0.13979662219326003,2,10001,0.15716702724992138,24004164.15172842,24004164.15586835,7.584523636914418,8.644794038501345,6.66775830216861,7.733078037673359,0.007012769520619635,0.018526271718651875,0.040842096903562816,0.07665335869684348,1.1126229851371154,1.5809693290065947,2.634565058096933,24226428.141585592,0.061970061760703445,1.5936092317672121,2.1284278836089596,0.07400816497435361
mauritania,MRT,MRT,africa,north africa,153,6.489085247196181,0.4965554507823732,0.4742900279094425,0.5456455376316034,0.17368323840792216,0.04155946875787248,0.02847360493256265,2.6624965770945943,0.2944157805824934,0.11140113652408493,0.7587711246465864,18.314719059687317,0.28054405333940513,187.23857745592963,207897.49620740168,4.936359800764746e-5,7.428955967187582e-4,55743.03290346623,58.87435396630545,0.05154403322281013,0,0,0.05752914815191428,1654710.779781168,1654710.780551703,1.3074253921858223,1.2926490984743413,1.4501277930634688,1.4349668670057019,0.0028531770512029613,0.0032387415175817395,0.0016947945469362913,0.005979552354246815,0.2821560764959901,0.27745219000616905,0.5494293645897594,1654711.4507628295,0.0215916101172116,0.43034503426009824,0.017813078346699568,0.03616594694632943
montserrat,MSR,MSR,americas,caribbean,154,NA,NA,NA,NA,0.15375685691833496,2.216760635375977,1.2356287240982056,215,0,0,0,0,NA,NA,1959.6858215332031,NA,NA,NA,NA,0.14421910047531128,0,0,0.408610463142395,0,0,16.288530349731445,15.5,14.288530349731445,13.5,2.5,1.5,1.7885305881500244,1.7885305881500244,0,0,6,5,0,6,0,0
martinique,MTQ,MTQ,americas,caribbean,155,NA,44.55756759643555,9.91939926147461,12.98597240447998,0.1925529349933971,2.296658602627841,1.2356287240982056,201.27258994362572,0.08718383312225342,0.1731035140427676,0.5418937408427486,0,NA,0,788094.8465909091,0,0,NA,NA,0.06519858539104462,1,10000,0.5338289331306111,195225788.9090909,195225790.72727272,22.71177625656128,31.727272727272727,24.511776542663576,33.36363636363637,5.1,7,0.39245279505848885,0.39245279505848885,0,0,8,195225793.45454547,0.8,3.3193236887454987,2.1,0
mauritius,MUS,MUS,africa,east africa and adjacent islands,156,0.5591797232627869,NA,NA,NA,0.0365094905719161,3.5595252895355225,2.317052164077759,219.56521075704825,0.05367599084973335,0.20460478276014327,0.6782213332649554,1.51930531125177e-41,NA,NA,504707.0205078125,NA,NA,29006.9921875,71.63700103759766,0.09806273877620696,0,0,0.4150519275665283,257698039.76,257698040.16,19.23032398657365,31.96,20.912142125043,33.44,3.3636363636363638,4.318181818181818,0.10062511197627994,0.10062511197627994,0,0,8,257698045.04,1.0909090909090908,4.402426058595831,0,0
malawi,MWI,MWI,africa,southern africa,157,0.2997348814860975,4.13622936179815,8.086248694667573,8.500218329068028,1.5153540369046656,0,0,91.64458023547112,1.8848200332265133,0.44119973810195584,0.7301659322984669,3774.2321934852207,0.14491475262005643,1808.62419788384,NA,0.00587685859325333,0.09634176760977342,118094.7231130404,45.247775828728514,0.15570797471819325,3,10101,0.3878029865281236,409406875.5081502,409406875.5081502,9.596426962475226,31.895109851169384,8.475029833027653,30.98582565556343,0.0297723292469352,0.09982486865148861,0.07355971220301244,0.10452685521355887,0.318739054290718,0.4019264448336252,5.166374781085814,409406880.0949681,0.1190893169877408,1.9317989667482844,1.9308231173380035,0.09807355516637478
