ID,B_038_Species_Richness_mean,B_038_Threatened_Species_Richness_mean,C_007_TempVelocity_terr_mean,F_008_Monfreda_prod_sum_allcrops_mean,F_017_IHME_dbl_burden_malnut_mean,H_026_life_expectancy_mean,H_016_DALYS_mean,W_007_water_scarcity_mean,W_034_GroundWater_GeomaticDeq50_mean
1,1.4240942211195078,0.4061463245184764,0.7561165535983626,708.156376747853,0.17763819928058389,50.447553316129586,99691.18102982618,1.7287521324532218,5.336448632482386
2,0.9869935309422,0.34907564566689164,1.0278770850550147,2679.686572678006,0.17751259829420216,51.59998464921379,108972.54379642203,4.051788801427358,1.6302858626265433
3,0.46508364196529706,0.4452809841654645,0.7492657896247045,19813.044401583233,0.12058151869541145,68.59805132912287,32916.654925696035,2.4434223906854333,73.64047673414278
4,0.3134302083151305,0.14340582149795217,1.0035131082371949,846.1059911157514,0.16722542997845238,70.58739747264156,30609.522477939863,6.315575690798931,7.947044254583175
5,1.5340016379157906,1.095396208141492,0.7731583580350214,10258.562302976687,0.16868912802781938,65.83936283123258,41970.36726721491,1.0916854307181785,20.630582755390545
6,5.424884661922341e-4,1.8020267141210137e-4,0.8874288502380742,NA,NA,NA,NA,NA,NA
7,0.8203839890470865,0.18703162487785355,0.6796357583836078,1044.5677779976106,0.2318562237593206,77.88608535220396,27630.99885254765,5.213523490562127,2.91133170639649
8,0.3098457903658624,0.12275260304750552,0.7767600313717056,2748.605550924197,0.11554337930571926,78.00827959591489,29595.540608491607,0.7020361242891956,13.606454622681131
9,0.3284902262765397,0.15503868151088254,0.9452933639062371,1419.7327437811155,0.26014309226826104,66.14522636076838,39615.09993193191,6.305551369471208,6.873270161094737
10,0.8236599955978327,0.5248009912593855,0.7958222109736193,11700.150880926905,0.16536108935868776,64.39594528156405,50652.90846912905,3.532877801807058,15.143303862734292
11,1.7717081603399207,0.3572253274940719,0.7054429651873673,4136.293239064756,0.08377300758086206,70.68526015628439,31390.211354133924,1.0388727724140512,7.603628920001409
12,1.3256980829435772,0.40212912723635547,0.6530257798830088,1307.5099347563644,0.16510973754657382,50.54022766808585,89992.42003000503,2.829875086577116,5.30671840497338
13,1.1116967008525676,0.23199041754486244,0.8396938388196741,5780.58065020601,0.11037561554256892,73.10545149088962,26605.92142932005,3.7953303046344735,48.35814219542911
14,0.469626653903359,0.14526826918984448,0.8502134162788206,12511.039776489828,0.12814768722266642,76.48019312427603,31315.79392112426,0.47792313817135634,21.372844379807646
15,0.3531280333452091,0.20185578197769008,0.8815197857166401,1209.7366672994465,0.17441880669324628,64.02471586056126,52729.50264710069,0.16272099887902344,13.317040618242046
16,0.576452603569331,0.28846123784786787,0.7296322602290065,7533.84622591352,0.12404874716582473,68.58317860766851,31364.540299178054,1.8391710258120093,13.52827647327164
17,0.4681576542479133,0.2759217160438677,0.5701596704094627,1059.1181261460029,0.12541108557425543,65.28361344808205,41767.25700578648,1.534919042571206,3.5309141601117555
18,1.1601928121541887,0.48535605871107107,0.8691043649028779,1403.4637485596136,0.1860006243214728,52.945911381561444,85865.13862852422,2.6001153703156707,13.720230817125556
